Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Gary Bennett,31,96,338,307,26,73,15,0,2,42,3,0,24,48,0.238,0.296,0.306,0.602,64,94,8,2,3,2,3
2,1B,Ryan Klesko*,32,121,474,397,47,100,18,0,21,67,2,5,65,83,0.252,0.354,0.456,0.81,118,181,11,3,0,9,5
3,2B,Mark Loretta,31,154,653,589,74,185,28,4,13,72,5,4,54,62,0.314,0.372,0.441,0.814,120,260,17,3,3,4,2
4,SS,Ramon Vazquez*,26,116,484,422,56,110,17,4,3,30,10,3,52,88,0.261,0.342,0.341,0.684,87,144,4,2,5,3,2
5,3B,Sean Burroughs*,22,146,578,517,62,148,27,6,7,58,7,2,44,75,0.286,0.352,0.402,0.755,105,208,13,11,2,4,4
6,LF,Rondell White,31,115,449,413,49,115,17,3,18,66,1,4,25,71,0.278,0.33,0.465,0.795,113,192,11,8,0,3,2
7,CF,Mark Kotsay*,27,128,541,482,64,128,28,4,7,38,6,3,56,82,0.266,0.343,0.384,0.726,97,185,8,1,1,1,3
8,RF,Xavier Nady,24,110,404,371,50,99,17,1,9,39,6,2,24,74,0.267,0.321,0.391,0.712,92,145,14,6,2,1,0
9,OF,Gary Matthews#,28,103,341,306,50,83,19,1,4,22,12,5,34,66,0.271,0.346,0.379,0.725,97,116,4,1,0,0,0
10,UT,Phil Nevin,32,59,248,226,30,63,8,0,13,46,2,0,21,44,0.279,0.339,0.487,0.825,121,110,9,0,0,1,1
11,UT,Brian Buchanan,29,115,229,198,29,52,10,2,8,29,6,2,24,51,0.263,0.346,0.455,0.801,116,90,8,3,0,3,1
12,IF,Lou Merloni,32,65,179,151,20,41,7,2,1,17,2,3,22,33,0.272,0.362,0.364,0.726,98,55,3,1,2,3,2
13,C,Miguel Ojeda,28,61,163,141,13,33,6,0,4,22,1,1,18,26,0.234,0.331,0.362,0.693,89,51,2,3,0,1,2
14,CI,Dave Hansen*,34,110,159,135,13,33,4,1,2,15,1,0,23,25,0.244,0.358,0.333,0.692,90,45,4,1,0,0,3
15,LF,Brian Giles*,32,29,128,104,23,31,4,2,4,18,4,0,20,10,0.298,0.414,0.49,0.904,145,51,4,2,0,2,1
