Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
16,SS,Chris Gomez,30,40,125,112,6,21,3,0,0,7,1,0,9,14,0.188,0.244,0.214,0.458,25,24,5,0,2,2,0
17,RF,Tony Gwynn*,41,71,112,102,5,33,9,1,1,17,1,0,10,9,0.324,0.384,0.461,0.845,127,47,1,0,0,0,1
18,OF,Mike Colangelo,24,50,100,91,10,22,3,3,2,8,0,0,8,30,0.242,0.31,0.407,0.717,91,37,3,1,0,0,0
19,UT,Santiago Perez#,25,43,97,81,13,16,1,0,0,4,5,1,15,29,0.198,0.32,0.21,0.529,47,17,0,0,0,1,0
20,IF,Adam Riggs,28,12,38,36,2,7,1,0,0,1,1,1,2,8,0.194,0.237,0.222,0.459,25,8,1,0,0,0,0
21,1B,Kevin Witt*,25,14,30,27,5,5,0,0,2,5,0,0,2,7,0.185,0.233,0.407,0.641,68,11,0,0,0,1,0
22,C,Rick Wilkins*,34,12,24,22,3,4,1,0,1,8,0,0,2,8,0.182,0.25,0.364,0.614,63,8,1,0,0,0,0
23,OF,Emil Brown,26,13,15,14,3,1,0,0,0,0,2,0,1,7,0.071,0.133,0.071,0.205,-42,1,0,0,0,0,0
24,P,Kevin Jarvis*,31,33,74,61,8,11,3,0,1,10,0,1,5,20,0.18,0.246,0.279,0.525,41,17,2,1,5,2,0
25,P,Bobby Jones,31,31,62,57,5,8,2,0,0,1,0,0,3,18,0.14,0.183,0.175,0.359,-2,10,1,0,2,0,0
26,P,Woody Williams,34,26,61,55,7,9,3,0,0,4,0,0,2,18,0.164,0.2,0.218,0.418,13,12,0,1,1,2,0
27,P,Brian Tollberg,28,18,47,40,4,8,0,0,0,1,0,0,2,17,0.2,0.238,0.2,0.438,20,8,0,0,5,0,0
28,P,Adam Eaton,23,23,44,38,3,4,1,0,0,2,1,0,4,12,0.105,0.19,0.132,0.322,-11,5,0,0,2,0,0
29,P,Brian Lawrence,25,25,29,26,0,3,2,0,0,3,0,0,0,7,0.115,0.111,0.192,0.303,-20,5,0,0,2,1,0
30,P,Junior Herndon,22,12,13,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,-100,0,0,0,1,0,0
31,P,Wascar Serrano,23,20,11,9,0,1,0,0,0,0,0,0,0,4,0.111,0.111,0.111,0.222,-40,1,0,0,2,0,0
32,P,Sterling Hitchcock*,30,3,8,8,1,1,0,0,0,1,0,0,0,6,0.125,0.125,0.125,0.25,-32,1,0,0,0,0,0
33,P,Jason Middlebrook,26,4,7,7,0,1,0,0,0,1,0,0,0,6,0.143,0.143,0.143,0.286,-22,1,0,0,0,0,0
34,P,Brett Jodie,24,7,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
35,P,Trevor Hoffman,33,60,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
36,P,Chuck McElroy*,33,31,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
37,P,Jose Nunez*,22,52,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
38,P,Rodney Myers,32,36,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
39,P,Jay Witasick,28,30,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
40,P,David Lee,28,38,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
41,P,Tom Davey,27,37,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,,0,0,0,0,0,0
42,P,Dave Maurer,26,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
43,P,Carlton Loewer,27,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
44,P,Jimmy Osting,24,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
45,P,Rudy Seanez,32,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
46,P,David Lundquist,28,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
47,P,Jeremy Fikac,26,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
48,P,Kevin Walker*,24,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,28.9,162,6278,5482,789,1379,273,26,161,753,129,44,678,1273,0.252,0.336,0.399,0.735,97,2187,121,41,29,48,37
,,Rank in 16 NL teams,,,,11,6,12,10,12,13,,3,8,1,15,13,6,13,13,,13,,16,,8,
,,Non-Pitcher Totals,29,162,5902,5150,761,1333,262,26,160,730,128,43,661,1145,0.259,0.345,0.413,0.758,103,2127,118,39,9,43,37
,,Pitcher Totals,28.8,162,376,332,28,46,11,0,1,23,1,1,17,128,0.139,0.183,0.181,0.363,-1,60,3,2,20,5,0
