Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Ben Davis#,24,138,526,448,56,107,20,0,11,57,4,4,66,112,0.239,0.337,0.357,0.694,88,160,13,4,1,7,5
2,1B,Ryan Klesko*,30,146,638,538,105,154,34,6,30,113,23,4,88,89,0.286,0.384,0.539,0.923,145,290,16,3,0,9,7
3,2B,Damian Jackson,27,122,495,440,67,106,21,6,4,38,23,6,44,128,0.241,0.316,0.343,0.66,78,151,6,6,2,3,2
4,SS,D'Angelo Jimenez#,23,86,349,308,45,85,19,0,3,33,2,3,39,68,0.276,0.355,0.367,0.722,96,113,9,0,0,2,4
5,3B,Phil Nevin,30,149,624,546,97,167,31,0,41,126,4,4,71,147,0.306,0.388,0.588,0.976,158,321,13,4,0,3,7
6,LF,Rickey Henderson,42,123,465,379,70,86,17,3,8,42,25,7,81,84,0.227,0.366,0.351,0.717,95,133,8,3,0,2,0
7,CF,Mark Kotsay*,25,119,460,406,67,118,29,1,10,58,13,5,48,58,0.291,0.366,0.441,0.807,116,179,11,2,1,3,1
8,RF,Bubba Trammell,29,142,546,490,66,128,20,3,25,92,2,2,48,78,0.261,0.33,0.467,0.797,112,229,10,4,0,4,2
9,OF,Mike Darr*,25,105,331,289,36,80,13,1,2,34,6,2,39,72,0.277,0.363,0.349,0.712,94,101,8,1,0,2,3
10,2B,Cesar Crespo#,22,55,179,153,27,32,6,0,4,12,6,2,25,50,0.209,0.32,0.327,0.647,75,50,2,0,1,0,0
11,C,Wiki Gonzalez,27,64,176,160,16,44,6,0,8,27,2,0,11,28,0.275,0.335,0.463,0.798,112,74,3,4,0,1,1
12,IF,Alex Arias,33,70,158,137,19,31,9,0,2,12,1,0,17,22,0.226,0.312,0.336,0.648,75,46,3,1,1,2,1
13,OF,Ray Lankford*,34,40,145,125,20,36,10,1,4,19,6,0,18,40,0.288,0.386,0.48,0.866,132,60,2,2,0,0,1
14,3B,Dave Magadan*,38,91,142,128,12,32,7,0,1,12,0,0,12,20,0.25,0.317,0.328,0.645,75,42,1,1,0,1,0
15,SS,Donaldo Mendez,23,46,127,118,11,18,2,1,1,5,1,2,5,37,0.153,0.206,0.212,0.418,13,25,2,3,1,0,2
