Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Terry Kennedy*,25,101,412,382,32,115,24,1,2,41,0,2,22,53,0.301,0.341,0.385,0.726,112,147,7,2,4,2,6
2,1B,Broderick Perkins*,26,92,275,254,27,71,18,3,2,40,0,4,14,16,0.28,0.314,0.398,0.711,107,101,6,0,4,3,4
3,2B,Juan Bonilla,25,99,407,369,30,107,13,2,1,25,4,9,25,23,0.29,0.337,0.344,0.681,99,127,7,2,9,2,5
4,SS,Ozzie Smith#,26,110,507,450,53,100,11,2,0,21,22,12,41,37,0.222,0.294,0.256,0.549,62,115,8,5,10,1,1
5,3B,Luis Salazar,25,109,424,400,37,121,19,6,3,38,11,8,16,72,0.303,0.329,0.403,0.732,113,161,7,1,5,2,2
6,LF,Gene Richards*,27,104,453,393,47,113,14,12,3,42,20,8,53,44,0.288,0.373,0.407,0.78,128,160,6,1,5,1,3
7,CF,Ruppert Jones*,26,105,451,397,53,99,34,1,4,39,7,9,43,66,0.249,0.318,0.37,0.688,101,147,7,0,4,7,2
8,RF,Joe Lefebvre*,25,86,286,246,31,63,13,4,8,31,6,4,35,33,0.256,0.352,0.439,0.791,130,108,12,2,2,1,7
9,1B,Randy Bass*,27,69,201,176,13,37,4,1,4,20,0,1,20,28,0.21,0.293,0.313,0.605,77,55,7,1,3,1,1
10,RF,Dave Edwards,27,58,125,112,13,24,4,1,2,13,3,1,11,24,0.214,0.282,0.321,0.604,76,36,3,0,1,1,0
11,IF,Barry Evans,25,54,106,93,11,30,5,0,0,7,2,2,9,9,0.323,0.371,0.376,0.748,119,35,4,0,1,3,2
12,IF,Tim Flannery*,23,37,72,67,4,17,4,1,0,6,1,0,2,4,0.254,0.268,0.343,0.611,78,23,1,0,1,2,1
13,UT,Jose Moreno#,23,34,50,48,5,11,2,0,0,6,4,1,1,8,0.229,0.245,0.271,0.516,51,13,2,0,1,0,1
14,RF,Jerry Turner*,27,33,36,31,5,7,0,0,2,6,0,1,4,3,0.226,0.314,0.419,0.734,113,13,1,0,1,0,1
15,C,Doug Gwosdz,21,16,30,24,1,4,2,0,0,3,0,0,3,6,0.167,0.241,0.25,0.491,44,6,0,0,1,2,2
16,C,Steve Swisher,29,16,30,28,2,4,0,0,0,0,0,0,2,11,0.143,0.2,0.143,0.343,2,4,1,0,0,0,0
17,2B,Mike Phillips*,30,14,30,29,1,6,0,1,0,0,1,0,0,3,0.207,0.207,0.276,0.483,40,8,3,0,0,0,0
18,IF,Mario Ramirez,23,13,15,13,1,1,0,0,0,1,0,0,2,5,0.077,0.2,0.077,0.277,-16,1,0,0,0,0,1
19,LF,Alan Wiggins#,23,15,15,14,4,5,0,0,0,0,2,0,1,0,0.357,0.4,0.357,0.757,123,5,0,0,0,0,0
20,,Craig Stimac,26,9,9,9,0,1,0,0,0,0,0,0,0,3,0.111,0.111,0.111,0.222,-35,1,0,0,0,0,0
21,P,Juan Eichelberger,27,25,52,46,1,4,0,0,0,0,0,0,0,21,0.087,0.087,0.087,0.174,-49,4,1,0,6,0,0
22,P,Steve Mura,26,24,48,44,2,6,1,0,0,4,0,0,2,7,0.136,0.174,0.159,0.333,-2,7,1,0,2,0,0
23,P,Chris Welsh*,26,22,46,41,4,6,1,0,0,1,0,0,2,15,0.146,0.186,0.171,0.357,5,7,0,0,3,0,0
24,P,Rick Wise,35,18,29,25,1,1,1,0,0,1,0,0,1,11,0.04,0.077,0.08,0.157,-54,2,2,0,3,0,0
25,P,Tim Lollar*,25,24,20,18,2,3,0,0,1,1,0,0,2,5,0.167,0.25,0.333,0.583,69,6,0,0,0,0,0
26,P,John Curtis*,33,28,16,13,1,1,0,0,0,2,0,0,0,6,0.077,0.067,0.077,0.144,-58,1,1,0,1,2,0
27,P,Gary Lucas*,26,57,12,10,1,1,0,0,0,1,0,0,0,2,0.1,0.1,0.1,0.2,-41,1,0,0,2,0,0
28,P,Fred Kuhaulua*,28,5,10,9,0,1,0,0,0,1,0,0,0,5,0.111,0.111,0.111,0.222,-35,1,0,0,1,0,0
29,P,Steve Fireovid#,24,5,7,7,0,1,0,0,0,0,0,0,0,4,0.143,0.143,0.143,0.286,-16,1,0,0,0,0,0
30,P,Danny Boone*,27,37,5,4,0,2,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,193,2,0,0,1,0,0
31,P,John Urrea,26,38,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,46,1,0,0,0,0,0
32,P,John Littlefield,27,42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0
33,P,Mike Armstrong,27,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
34,P,Eric Show,25,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,25.9,110,4185,3757,382,963,170,35,32,350,83,62,311,525,0.256,0.313,0.346,0.659,92,1299,87,14,72,30,39
,,Rank in 12 NL teams,,,,2,10,4,3,2,12,,8,12,10,6,7,8,11,10,,9,,8,,7,
,,Non-Pitcher Totals,25.8,110,3934,3535,370,936,167,35,31,339,83,62,304,448,0.265,0.323,0.358,0.681,99,1266,82,14,52,28,39
,,Pitcher Totals,27.6,110,251,222,12,27,3,0,1,11,0,0,7,77,0.122,0.147,0.149,0.296,-13,33,5,0,20,2,0
