Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Ben Davis#,22,76,293,266,29,65,14,1,5,30,2,1,25,70,0.244,0.307,0.361,0.668,75,96,9,0,0,2,3
2,1B,Wally Joyner*,37,110,386,323,34,80,14,2,5,43,0,1,58,54,0.248,0.363,0.35,0.713,89,113,8,2,0,3,6
3,2B,Quilvio Veras#,28,132,545,475,95,133,25,2,6,41,30,17,65,88,0.28,0.368,0.379,0.747,97,180,7,2,1,2,0
4,SS,Damian Jackson,25,133,447,388,56,87,20,2,9,39,34,10,53,105,0.224,0.32,0.356,0.676,77,138,2,3,0,3,3
5,3B,Phil Nevin,28,128,441,383,52,103,27,0,24,85,1,0,51,82,0.269,0.352,0.527,0.88,127,202,7,1,1,5,1
6,LF,Reggie Sanders,31,133,550,478,92,136,24,7,26,72,36,13,65,108,0.285,0.376,0.527,0.904,134,252,10,6,0,1,1
7,CF,Ruben Rivera,25,147,475,411,65,80,16,1,23,48,18,7,55,143,0.195,0.295,0.406,0.701,82,167,9,5,0,4,1
8,RF,Tony Gwynn*,39,111,446,411,59,139,27,0,10,62,7,2,29,14,0.338,0.381,0.477,0.858,124,196,15,2,0,4,5
9,OF,Eric Owens,28,149,485,440,55,117,22,3,9,61,33,7,38,50,0.266,0.327,0.391,0.718,88,172,12,3,2,2,2
10,CI,Dave Magadan*,36,116,300,248,20,68,12,1,2,30,1,3,45,36,0.274,0.377,0.355,0.732,94,88,10,0,0,7,2
11,UT,John Vander Wal*,33,132,288,246,26,67,18,0,6,41,2,1,37,59,0.272,0.368,0.419,0.787,106,103,5,2,0,3,1
12,SS,Chris Gomez,28,76,265,234,20,59,8,1,1,15,1,2,27,49,0.252,0.331,0.308,0.638,69,72,6,1,2,1,3
13,3B,George Arias,27,55,170,164,20,40,8,0,7,20,0,0,6,54,0.244,0.271,0.421,0.691,78,69,6,0,0,0,0
14,UT,Jim Leyritz,35,50,154,134,17,32,5,0,8,21,0,0,15,37,0.239,0.331,0.455,0.786,104,61,4,4,0,1,1
15,C,Greg Myers*,33,50,141,128,9,37,4,0,3,15,0,0,13,14,0.289,0.355,0.391,0.745,96,50,5,0,0,0,2
16,IF,Carlos Baerga#,30,33,89,80,6,20,1,0,2,5,1,0,6,14,0.25,0.318,0.338,0.656,73,27,2,2,1,0,0
17,C,Wiki Gonzalez,25,30,85,83,7,21,2,1,3,12,0,0,1,8,0.253,0.271,0.41,0.68,75,34,5,1,0,0,0
18,IF,Ed Giovanola*,30,56,69,58,10,11,0,1,0,3,2,0,9,8,0.19,0.294,0.224,0.518,39,13,1,0,1,1,0
19,OF,Mike Darr*,23,25,53,48,6,13,1,0,2,3,2,1,5,18,0.271,0.34,0.417,0.756,97,20,1,0,0,0,0
20,OF,Gary Matthews#,24,23,45,36,4,8,0,0,0,7,2,0,9,9,0.222,0.378,0.222,0.6,63,8,1,0,0,0,0
21,IF,David Newhan*,25,32,44,43,7,6,1,0,2,6,2,1,1,11,0.14,0.159,0.302,0.461,18,13,0,0,0,0,0
22,CI,Carlos Garcia,31,6,12,11,1,2,0,0,0,0,0,0,1,3,0.182,0.25,0.182,0.432,16,2,2,0,0,0,0
23,P,Woody Williams,32,33,80,73,4,13,4,0,0,6,0,1,2,19,0.178,0.197,0.233,0.43,13,17,0,0,4,1,0
24,P,Andy Ashby,31,29,72,62,3,8,2,0,0,2,0,0,3,25,0.129,0.169,0.161,0.331,-12,10,1,0,7,0,0
25,P,Sterling Hitchcock*,28,32,71,61,4,5,0,0,0,0,0,0,3,34,0.082,0.125,0.082,0.207,-44,5,1,0,7,0,0
26,P,Matt Clement,24,30,62,52,7,4,0,0,0,1,0,0,4,28,0.077,0.143,0.077,0.22,-40,4,1,0,6,0,0
27,P,Brian Boehringer#,30,32,20,16,0,1,0,0,0,0,0,0,2,9,0.063,0.167,0.063,0.229,-36,1,1,0,2,0,0
