Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
27,P,Walt Terrell*,31,19,44,40,2,4,2,0,0,2,0,0,3,22,0.1,0.163,0.15,0.313,-10,6,0,0,1,0,0
28,P,Eric Show,33,17,39,34,3,8,1,0,0,1,0,0,1,12,0.235,0.257,0.265,0.522,49,9,0,0,4,0,0
29,P,Mark Grant,25,50,25,20,5,1,0,0,0,0,0,0,4,10,0.05,0.208,0.05,0.258,-22,1,0,0,1,0,0
30,P,Greg Harris,25,56,25,19,3,1,0,0,0,0,0,0,2,10,0.053,0.143,0.053,0.195,-42,1,0,0,4,0,0
31,P,Andy Benes,21,10,25,24,2,6,0,0,1,2,0,0,0,12,0.25,0.25,0.375,0.625,76,9,1,0,1,0,0
32,P,Mark Davis*,28,70,13,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,-100,0,0,0,0,0,0
33,P,Calvin Schiraldi,27,5,9,7,1,1,0,0,1,3,0,0,1,2,0.143,0.25,0.571,0.821,128,4,0,0,1,0,0
34,P,Pat Clements,27,23,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,0,0,0
35,P,Don Schulze,26,7,5,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,1,0,0
36,P,Eric Nolte*,25,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
37,P,Dave Leiper*,27,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
38,P,Greg Booker,29,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
39,P,Dan Murphy,24,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
40,P,Freddie Toliver,28,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,27.9,162,6120,5422,642,1360,215,32,120,598,136,67,552,1013,0.251,0.319,0.369,0.688,96,1999,115,9,95,41,79
,,Rank in 12 NL teams,,,,12,5,5,10,6,7,,6,9,4,10,3,2,5,4,,5,,12,,10,
,,Non-Pitcher Totals,27.8,162,5686,5045,616,1313,205,32,118,584,136,67,526,843,0.26,0.329,0.384,0.713,103,1936,111,9,64,41,79
,,Pitcher Totals,30,162,434,377,26,47,10,0,2,14,0,0,26,170,0.125,0.181,0.167,0.348,0,63,4,0,31,0,0
