Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Kevin Higgins*,26,71,202,181,17,40,4,1,0,13,0,1,16,17,0.221,0.294,0.254,0.548,48,46,7,3,1,1,0
2,1B,Fred McGriff*,29,83,349,302,52,83,11,1,18,46,4,3,42,55,0.275,0.361,0.497,0.858,127,150,9,1,0,4,4
3,2B,Jeff Gardner*,29,140,452,404,53,106,21,7,1,24,2,6,45,69,0.262,0.337,0.356,0.693,86,144,3,1,1,1,0
4,SS,Ricky Gutierrez,23,133,495,438,76,110,10,5,5,26,4,3,50,97,0.251,0.334,0.331,0.665,79,145,7,5,1,1,2
5,3B,Gary Sheffield,24,68,282,258,34,76,12,2,10,36,5,1,18,30,0.295,0.344,0.473,0.817,116,122,9,3,0,3,0
6,LF,Phil Plantier*,24,138,536,462,67,111,20,1,34,100,4,5,61,124,0.24,0.335,0.509,0.843,122,235,4,7,1,5,7
7,CF,Derek Bell,24,150,585,542,73,142,19,1,21,72,26,5,23,122,0.262,0.303,0.417,0.72,90,226,7,12,0,8,5
8,RF,Tony Gwynn*,33,122,534,489,70,175,41,3,7,59,14,1,36,19,0.358,0.398,0.497,0.895,138,243,18,1,1,7,11
9,CI,Archi Cianfrocco,26,84,307,279,27,68,10,2,11,47,2,0,17,64,0.244,0.289,0.412,0.702,85,115,9,3,2,5,1
10,UT,Phil Clark,25,102,256,240,33,75,17,0,9,33,2,0,8,31,0.313,0.345,0.496,0.841,122,119,2,5,1,2,2
11,SS,Craig Shipley,30,105,245,230,25,54,9,0,4,22,12,3,10,31,0.235,0.275,0.326,0.601,60,75,3,3,1,1,0
12,2B,Tim Teufel,34,96,231,200,26,50,11,2,7,31,2,2,27,39,0.25,0.338,0.43,0.768,104,86,9,0,3,1,0
13,OF,Bill Bean*,29,88,192,177,19,46,9,0,5,32,2,4,6,29,0.26,0.284,0.395,0.68,80,70,4,2,2,5,1
14,C,Brad Ausmus,24,49,167,160,18,41,8,1,5,12,2,0,6,28,0.256,0.283,0.413,0.696,83,66,2,0,0,0,0
15,C,Bob Geren,31,58,162,145,8,31,6,0,3,6,0,0,13,28,0.214,0.278,0.317,0.596,59,46,4,0,4,0,4
16,CF,Jarvis Brown,26,47,157,133,21,31,9,2,0,8,3,3,15,26,0.233,0.335,0.331,0.666,79,44,4,6,2,1,0
17,1B,Guillermo Velasquez*,25,79,157,143,7,30,2,0,3,20,0,0,13,35,0.21,0.274,0.287,0.561,50,41,3,0,0,1,2
18,SS,Kurt Stillwell#,28,57,135,121,9,26,4,0,1,11,4,3,11,22,0.215,0.286,0.273,0.558,50,33,2,1,2,0,2
19,C,Dan Walters,26,27,102,94,6,19,3,0,1,10,0,0,7,13,0.202,0.255,0.266,0.521,40,25,2,0,0,1,2
20,OF,Darrell Sherman*,26,37,74,63,8,14,1,0,0,2,2,1,6,8,0.222,0.315,0.238,0.553,51,15,0,3,1,1,0
21,RF,Melvin Nieves#,21,19,51,47,4,9,0,0,2,3,0,0,3,21,0.191,0.255,0.319,0.574,52,15,0,1,0,0,0
22,1B,Dave Staton,25,17,46,42,7,11,3,0,5,9,0,0,3,12,0.262,0.326,0.69,1.017,163,29,2,1,0,0,0
23,2B,Luis Lopez#,22,17,44,43,1,5,1,0,0,1,0,0,0,8,0.116,0.114,0.14,0.253,-33,6,0,0,0,1,0
24,P,Andy Benes,25,34,88,72,5,9,3,0,1,4,0,0,1,33,0.125,0.149,0.208,0.357,-6,15,0,1,14,0,0
25,P,Greg Harris,29,22,62,53,2,9,3,0,0,3,0,0,4,16,0.17,0.224,0.226,0.451,21,12,0,0,4,1,0
26,P,Doug Brocail*,26,30,44,33,4,6,0,0,0,0,2,0,0,8,0.182,0.182,0.182,0.364,-2,6,0,0,11,0,0
27,P,Wally Whitehurst,29,21,34,24,1,2,0,0,0,0,0,0,0,11,0.083,0.083,0.083,0.167,-55,2,1,0,10,0,0
28,P,Tim Worrell,25,21,33,31,1,1,1,0,0,1,0,0,0,15,0.032,0.032,0.065,0.097,-75,2,0,0,2,0,0
29,P,Andy Ashby,25,12,25,21,2,1,1,0,0,0,0,0,2,6,0.048,0.13,0.095,0.226,-38,2,0,0,2,0,0
30,P,Scott Sanders,24,9,20,16,0,1,0,0,0,1,0,0,0,6,0.063,0.063,0.063,0.125,-66,1,0,0,4,0,0
31,P,Dave Eiland,26,10,15,12,1,1,0,0,0,0,0,0,0,4,0.083,0.083,0.083,0.167,-55,1,0,0,3,0,0
32,P,Kerry Taylor,22,36,13,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,-100,0,0,0,1,0,0
33,P,Frank Seminara,26,18,11,10,1,2,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,7,2,0,0,1,0,0
34,P,Pedro Martinez*,24,32,6,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,-100,0,0,0,2,0,0
35,P,Trevor Hoffman,25,39,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,7,1,0,0,0,0,0
36,P,Pat Gomez*,25,28,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
37,P,Tim Scott,26,24,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0
38,P,Roger Mason,35,34,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
39,P,Tim Mauser,26,28,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
40,P,Mark Davis*,32,35,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,1,0,0
41,P,Mark Ettles,26,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
42,P,Bruce Hurst*,35,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0
43,P,Gene Harris,28,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
44,P,Jeremy Hernandez,26,21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
45,P,Rudy Seanez,24,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
46,P,Rich Rodriguez*,30,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,26.9,162,6137,5503,679,1386,239,28,153,633,92,41,443,1046,0.252,0.312,0.389,0.701,86,2140,111,59,80,50,43
,,Rank in 14 NL teams,,,,10,11,12,10,12,6,,11,2,13,12,12,13,11,12,,10,,1,,6,
,,Non-Pitcher Totals,27,162,5761,5193,661,1353,231,28,152,623,90,41,436,928,0.261,0.322,0.404,0.726,93,2096,110,58,23,49,43
,,Pitcher Totals,26.1,162,376,310,18,33,8,0,1,10,2,0,7,118,0.106,0.129,0.142,0.27,-28,44,1,1,57,1,0
