Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Terry Kennedy*,30,141,476,432,46,114,22,1,12,57,0,3,37,74,0.264,0.324,0.403,0.727,102,174,10,2,4,1,7
2,1B,Steve Garvey,37,155,584,557,58,142,22,0,21,81,1,2,23,72,0.255,0.284,0.408,0.692,91,227,18,1,0,3,5
3,2B,Tim Flannery*,28,134,432,368,48,103,11,2,3,28,3,6,54,61,0.28,0.378,0.345,0.723,103,127,8,5,3,2,4
4,SS,Garry Templeton#,30,147,549,510,42,126,21,2,2,44,10,5,35,86,0.247,0.296,0.308,0.603,69,157,12,1,1,2,21
5,3B,Graig Nettles*,41,126,400,354,36,77,9,0,16,55,0,1,41,62,0.218,0.3,0.379,0.679,88,134,6,2,0,3,8
6,LF,John Kruk*,25,122,327,278,33,86,16,2,4,38,2,4,45,58,0.309,0.403,0.424,0.828,131,118,11,0,2,2,0
7,CF,Kevin McReynolds,26,158,641,560,89,161,31,6,26,96,8,6,66,83,0.288,0.358,0.504,0.862,138,282,9,1,5,9,6
8,RF,Tony Gwynn*,26,160,701,642,107,211,33,7,14,59,37,9,52,35,0.329,0.381,0.467,0.848,135,300,20,3,2,2,11
9,CF,Marvell Wynne*,26,137,308,288,34,76,19,2,7,37,11,11,15,45,0.264,0.3,0.417,0.716,98,120,5,1,1,3,2
10,3B,Jerry Royster,33,118,298,257,31,66,12,0,5,26,3,5,32,45,0.257,0.336,0.362,0.697,95,93,6,0,6,3,3
11,LF,Carmelo Martinez,25,113,283,244,28,58,10,0,9,25,1,1,35,46,0.238,0.333,0.389,0.723,101,95,9,1,1,2,2
12,2B,Bip Roberts#,22,101,258,241,34,61,5,2,1,12,14,12,14,29,0.253,0.293,0.303,0.596,67,73,2,0,2,1,1
13,C,Bruce Bochy,31,63,142,127,16,32,9,0,8,22,1,0,14,23,0.252,0.326,0.512,0.838,130,65,3,0,1,0,3
14,UT,Dane Iorg*,36,90,109,106,10,24,2,1,2,11,0,0,2,21,0.226,0.239,0.321,0.559,55,34,2,0,0,1,0
15,C,Benito Santiago,21,17,65,62,10,18,2,0,3,6,0,1,2,12,0.29,0.308,0.468,0.775,113,29,0,0,0,1,0
16,3B,Randy Asadoor,23,15,60,55,9,20,5,0,0,7,1,2,3,13,0.364,0.397,0.455,0.851,137,25,0,0,2,0,1
17,1B,Tim Pyznarski,26,15,47,42,3,10,1,0,0,0,2,0,4,11,0.238,0.319,0.262,0.581,64,11,2,1,0,0,0
18,SS,Gary Green,24,13,35,33,2,7,1,0,0,2,0,0,1,11,0.212,0.235,0.242,0.478,34,8,0,0,1,0,0
19,C,Mark Parent,24,8,15,14,1,2,0,0,0,0,0,0,1,3,0.143,0.2,0.143,0.343,-3,2,1,0,0,0,0
20,IF,Mark Wasinger,24,3,9,8,0,0,0,0,0,1,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0
21,3B,Randy Ready,26,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
22,P,Andy Hawkins,26,37,74,67,2,10,1,0,0,2,0,0,1,23,0.149,0.162,0.164,0.326,-9,11,1,0,6,0,0
23,P,Dave Dravecky,30,35,57,50,3,7,0,0,1,7,1,0,1,16,0.14,0.157,0.2,0.357,-1,10,1,0,6,0,0
24,P,LaMarr Hoyt,31,35,50,46,3,6,1,0,0,1,0,0,1,18,0.13,0.149,0.152,0.301,-16,7,0,0,3,0,0
25,P,Eric Show,30,24,47,43,2,7,2,0,0,1,0,0,1,14,0.163,0.182,0.209,0.391,9,9,0,0,3,0,0
26,P,Lance McCullers#,22,76,28,22,4,2,2,0,0,3,1,0,3,11,0.091,0.2,0.182,0.382,7,4,0,0,3,0,0
27,P,Mark Thurmond*,29,18,26,24,0,6,1,0,0,6,0,0,0,3,0.25,0.25,0.292,0.542,51,7,1,0,2,0,0
28,P,Ed Whitson,31,17,20,18,1,3,0,0,0,0,0,0,0,8,0.167,0.167,0.167,0.333,-7,3,0,0,2,0,0
29,P,Ed Wojna,25,7,16,14,1,2,0,0,0,0,0,0,0,11,0.143,0.143,0.143,0.286,-20,2,1,0,2,0,0
30,P,Gene Walter*,25,57,13,10,0,2,1,0,0,0,0,0,1,4,0.2,0.273,0.3,0.573,60,3,0,0,2,0,0
31,P,Dave LaPoint*,26,24,12,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,4,0,0
32,P,Craig Lefferts*,28,84,9,8,1,1,0,0,1,1,0,0,0,4,0.125,0.125,0.5,0.625,66,4,0,0,1,0,0
33,P,Rich Gossage,34,45,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,1,0,0,0,0
34,P,Jimmy Jones,22,3,6,6,1,1,0,0,0,0,0,0,0,4,0.167,0.167,0.167,0.333,-7,1,0,0,0,0,0
35,P,Ray Hayward*,25,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,1,0,0,0,0
36,P,Tim Stoddard,33,30,4,4,1,1,0,0,1,1,0,0,0,2,0.25,0.25,1,1.25,232,4,0,0,0,0,0
37,P,Ed Vosberg*,24,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
38,P,Bob Stoddard,29,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
39,P,Greg Booker,26,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,29.3,162,6118,5515,656,1442,239,25,136,629,96,68,484,917,0.261,0.321,0.388,0.709,97,2139,130,18,66,35,74
,,Rank in 12 NL teams,,,,3,7,2,9,10,6,,11,6,11,4,2,7,4,5,,5,,10,,11,
,,Non-Pitcher Totals,29.4,162,5742,5181,637,1394,231,25,133,607,94,68,476,793,0.269,0.331,0.4,0.731,103,2074,124,18,32,35,74
,,Pitcher Totals,28,162,376,334,19,48,8,0,3,22,2,0,8,124,0.144,0.164,0.195,0.358,0,65,6,0,34,0,0
