Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
15,SS,Mario Ramirez,25,55,131,107,11,21,6,3,0,12,0,0,20,23,0.196,0.326,0.308,0.634,80,33,2,1,2,1,1
16,C,Doug Gwosdz,23,39,64,55,7,6,1,0,1,4,0,0,7,19,0.109,0.21,0.182,0.391,11,10,2,0,2,0,0
17,C,Bruce Bochy,28,23,44,42,2,9,1,1,0,3,0,0,0,9,0.214,0.205,0.286,0.49,37,12,2,0,0,2,0
18,RF,Jerry Turner*,29,25,24,23,1,3,0,0,0,0,0,0,1,8,0.13,0.167,0.13,0.297,-15,3,1,0,0,0,1
19,UT,Joe Lefebvre*,27,18,22,20,1,5,0,0,0,1,0,0,2,3,0.25,0.318,0.25,0.568,62,5,1,0,0,0,0
20,RF,Gerry Davis,24,5,18,15,3,5,2,0,0,1,1,0,3,4,0.333,0.444,0.467,0.911,157,7,1,0,0,0,0
21,3B,George Hinshaw,23,7,17,16,1,7,1,0,0,4,1,0,0,4,0.438,0.438,0.5,0.938,163,8,0,0,1,0,0
22,MI,Edwin Rodriguez,22,7,14,12,1,2,1,0,0,0,0,0,1,3,0.167,0.231,0.25,0.481,35,3,0,0,1,0,0
23,1B,Joe Lansford,22,12,8,8,1,2,0,0,1,2,0,0,0,3,0.25,0.25,0.625,0.875,139,5,0,0,0,0,0
24,P,Eric Show,27,35,71,64,3,11,1,0,0,2,0,0,1,23,0.172,0.197,0.188,0.384,9,12,0,1,5,0,0
25,P,Dave Dravecky,27,28,70,61,4,6,2,0,0,1,0,0,3,19,0.098,0.141,0.131,0.272,-23,8,1,0,6,0,0
26,P,Tim Lollar*,27,31,65,58,7,14,1,1,1,11,0,0,5,12,0.241,0.292,0.345,0.637,79,20,0,0,0,2,0
27,P,Ed Whitson,28,31,48,44,1,8,0,0,0,3,0,0,2,11,0.182,0.217,0.182,0.399,14,8,0,0,2,0,0
28,P,Mark Thurmond*,26,21,45,37,1,2,1,0,0,0,0,0,2,6,0.054,0.103,0.081,0.184,-48,3,1,0,6,0,0
29,P,Andy Hawkins,23,21,41,31,3,2,0,0,0,0,0,0,4,9,0.065,0.171,0.065,0.236,-31,2,0,0,6,0,0
30,P,John Montefusco,33,31,25,19,1,1,0,0,0,1,0,0,2,11,0.053,0.143,0.053,0.195,-43,1,0,0,4,0,0
31,P,Luis DeLeon,24,65,18,14,3,2,0,0,0,0,0,0,1,8,0.143,0.2,0.143,0.343,-2,2,0,0,3,0,0
32,P,Gary Lucas*,28,62,12,12,0,0,0,0,0,1,0,0,0,5,0,0,0,0,-100,0,0,0,0,0,0
33,P,Sid Monge#,32,47,11,10,0,1,0,0,0,0,0,0,0,3,0.1,0.1,0.1,0.2,-43,1,0,0,1,0,0
34,P,Elias Sosa,33,41,7,7,0,1,0,0,0,1,0,0,0,2,0.143,0.143,0.143,0.286,-19,1,0,0,0,0,0
35,P,Chris Welsh*,28,7,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
36,P,Dennis Rasmussen*,24,4,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
37,P,Mike Couchee,25,8,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,183,1,0,0,0,0,0
38,P,Greg Booker,23,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
39,P,Floyd Chiffer,27,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
40,P,Marty Decker,26,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
41,P,Steve Fireovid#,26,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,27.5,163,6163,5527,653,1384,207,34,93,592,179,67,482,822,0.25,0.311,0.351,0.661,86,1938,121,20,89,45,80
,,Rank in 12 NL teams,,,,4,9,7,9,8,11,,2,4,10,2,7,11,11,11,,10,,8,,8,
,,Non-Pitcher Totals,27.5,163,5739,5159,630,1335,202,33,92,572,179,67,462,709,0.259,0.32,0.364,0.684,92,1879,119,19,56,43,80
,,Pitcher Totals,27.1,163,424,368,23,49,5,1,1,20,0,0,20,113,0.133,0.179,0.16,0.339,-4,59,2,1,33,2,0
