Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
34,P,Tim Stauffer,31,42,8,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,0,0,0
35,P,Sean O'Sullivan,25,7,6,6,0,1,1,0,0,0,0,0,0,4,0.167,0.167,0.333,0.5,40,2,0,0,0,0,0
36,P,Thad Weber,28,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
37,P,Anthony Bass,25,21,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
38,P,Dale Thayer,32,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
39,P,Brad Boxberger,25,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
40,P,Nick Vincent,26,44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
41,P,Joe Thatcher*,31,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
42,P,Tommy Layne*,28,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
43,P,Huston Street,29,55,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
44,P,Brad Brach,27,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
45,P,Colt Hynes*,28,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
46,P,Miles Mikolas,24,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
47,P,Luke Gregerson*,29,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,28.1,162,6122,5517,618,1349,246,26,146,578,118,34,467,1309,0.245,0.308,0.378,0.686,97,2085,99,52,52,34,36
,,Rank in 15 NL teams,,,,6,12,11,13,10,8,,2,10,9,12,11,11,13,13,,13,,10,,10,
,,Non-Pitcher Totals,28,162,5786,5218,604,1303,240,26,143,562,116,34,460,1183,0.25,0.315,0.388,0.703,102,2024,98,51,23,34,36
,,Pitcher Totals,28.8,162,336,299,14,46,6,0,3,16,2,0,7,126,0.154,0.176,0.204,0.38,10,61,1,1,29,0,0
