Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Ramon Hernandez,28,111,432,384,45,106,23,0,18,63,1,0,35,45,0.276,0.341,0.477,0.818,118,183,16,5,4,4,0
2,1B,Phil Nevin,33,147,623,547,78,158,31,1,26,105,0,0,66,121,0.289,0.368,0.492,0.859,130,269,16,5,0,5,5
3,2B,Mark Loretta,32,154,707,620,108,208,47,2,16,76,5,3,58,45,0.335,0.391,0.495,0.886,138,307,10,9,4,16,3
4,SS,Khalil Greene,24,139,554,484,67,132,31,4,15,65,4,2,53,94,0.273,0.349,0.446,0.795,114,216,9,8,1,8,10
5,3B,Sean Burroughs*,23,130,564,523,76,156,23,3,2,47,5,4,31,52,0.298,0.348,0.365,0.713,94,191,6,9,1,0,4
6,LF,Ryan Klesko*,33,127,480,402,58,117,32,2,9,66,3,2,73,67,0.291,0.399,0.448,0.847,129,180,8,1,1,3,6
7,CF,Jay Payton,31,143,511,458,57,119,17,4,8,55,2,0,43,56,0.26,0.326,0.367,0.693,88,168,12,4,2,4,2
8,RF,Brian Giles*,33,159,711,609,97,173,33,7,23,94,10,3,89,80,0.284,0.374,0.475,0.849,128,289,12,4,0,9,6
9,OF,Terrence Long*,28,136,313,288,31,85,19,4,3,28,3,2,19,51,0.295,0.335,0.42,0.756,103,121,13,1,0,5,4
10,C,Miguel Ojeda,29,62,174,156,23,40,3,0,8,26,0,0,15,34,0.256,0.322,0.429,0.751,101,67,1,1,0,2,1
11,3B,Rich Aurilia,32,51,158,138,22,35,8,2,2,16,0,0,15,28,0.254,0.331,0.384,0.715,93,53,2,2,1,2,0
12,IF,Ramon Vazquez*,27,52,132,115,12,27,3,2,1,13,1,1,11,24,0.235,0.297,0.322,0.619,68,37,2,0,4,2,2
13,OF,Kerry Robinson*,30,80,101,92,20,27,4,0,0,5,11,4,5,8,0.293,0.33,0.337,0.667,82,31,0,1,1,2,0
14,OF,Xavier Nady,25,34,84,77,7,19,4,0,3,9,0,0,5,13,0.247,0.301,0.416,0.717,92,32,4,1,1,0,0
15,IF,Jeff Cirillo,34,33,81,75,12,16,3,0,1,7,0,0,5,14,0.213,0.259,0.293,0.553,50,22,0,0,0,1,0
16,CF,Freddy Guzman#,23,20,80,76,8,16,3,0,0,5,5,2,3,13,0.211,0.25,0.25,0.5,36,19,0,1,0,0,0
17,C,Humberto Quintero,24,23,78,72,7,18,3,0,2,10,0,2,5,16,0.25,0.295,0.375,0.67,80,27,5,0,0,1,0
18,UT,Brian Buchanan,30,38,68,60,7,12,2,0,2,6,0,0,6,19,0.2,0.279,0.333,0.613,65,20,2,1,0,1,2
19,CI,Dave Hansen*,35,29,31,28,1,4,0,0,0,0,0,0,3,5,0.143,0.226,0.143,0.369,3,4,3,0,0,0,0
20,SS,Alex Gonzalez,31,11,25,23,2,4,1,1,0,3,0,0,2,6,0.174,0.24,0.304,0.544,46,7,0,0,0,0,0
21,LF,Jon Knott,25,9,15,14,1,3,2,0,0,1,0,0,1,5,0.214,0.267,0.357,0.624,67,5,0,0,0,0,0
22,1B,Robert Fick*,30,13,15,12,2,2,0,0,0,0,0,0,2,4,0.167,0.333,0.167,0.5,42,2,0,1,0,0,0
23,,Darren Bragg*,34,9,9,7,2,1,0,0,0,0,0,0,2,2,0.143,0.333,0.143,0.476,36,1,0,0,0,0,0
24,P,Adam Eaton,26,36,76,64,9,13,7,0,0,8,2,0,6,16,0.203,0.282,0.313,0.594,61,20,1,1,5,0,0
25,P,Brian Lawrence,28,34,73,62,5,6,1,0,0,2,0,0,3,25,0.097,0.138,0.113,0.251,-31,7,1,0,8,0,0
26,P,David Wells*,41,29,69,57,2,6,0,0,0,3,0,0,3,24,0.105,0.164,0.105,0.269,-25,6,1,1,8,0,0
27,P,Jake Peavy,23,27,68,59,5,10,1,0,0,3,0,0,4,17,0.169,0.222,0.186,0.409,13,11,1,0,5,0,0
28,P,Ismael Valdez,30,21,41,35,4,6,3,0,0,5,0,0,2,9,0.171,0.211,0.257,0.468,26,9,1,0,3,1,0
29,P,Dennis Tankersley,25,8,10,8,0,2,0,0,0,1,0,0,1,4,0.25,0.333,0.25,0.583,62,2,0,0,1,0,0
30,P,Justin Germano,21,7,8,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,1,0,0
31,P,Sterling Hitchcock*,33,4,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,1,0,0,0,0
32,P,Jay Witasick,31,41,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,1,0,0,0,0
33,P,Brian Sweeney,30,6,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
34,P,Scott Linebrink,27,68,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0
35,P,Jason Szuminski,25,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
