Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Nick Hundley,24,60,216,198,21,47,7,1,5,24,0,0,11,52,0.237,0.278,0.359,0.636,76,71,1,2,0,5,0
2,1B,Adrian Gonzalez*,26,162,700,616,103,172,32,1,36,119,0,0,74,142,0.279,0.361,0.51,0.871,140,314,24,7,0,3,18
3,2B,Tadahito Iguchi,33,81,330,303,29,70,14,1,2,24,8,1,26,75,0.231,0.292,0.304,0.595,67,92,11,0,1,0,0
4,SS,Khalil Greene,28,105,423,389,30,83,15,2,10,35,5,1,22,100,0.213,0.26,0.339,0.599,66,132,7,5,0,7,1
5,3B,Kevin Kouzmanoff,26,154,668,624,71,162,31,4,23,84,0,0,23,139,0.26,0.299,0.433,0.732,101,270,14,15,0,6,3
6,LF,Chase Headley#,24,91,368,331,34,89,19,2,9,38,4,1,30,104,0.269,0.337,0.42,0.757,110,139,5,5,0,2,1
7,CF,Jody Gerut*,30,100,356,328,46,97,15,4,14,43,6,4,28,52,0.296,0.351,0.494,0.845,133,162,1,0,0,0,0
8,RF,Brian Giles*,37,147,653,559,81,171,40,4,12,63,2,2,87,52,0.306,0.398,0.456,0.854,138,255,18,2,0,5,2
9,OF,Scott Hairston,28,112,362,326,42,81,18,3,17,31,3,1,28,84,0.248,0.312,0.479,0.791,117,156,2,3,3,2,2
10,2B,Edgar Gonzalez,30,111,353,325,38,89,15,0,7,33,1,3,25,76,0.274,0.329,0.385,0.713,98,125,11,2,0,1,1
11,SS,Luis Rodriguez#,28,64,225,202,22,58,11,1,0,12,1,1,13,13,0.287,0.326,0.351,0.677,89,71,9,0,7,3,0
12,C,Josh Bard#,30,57,198,178,11,36,9,0,1,16,0,0,18,25,0.202,0.279,0.27,0.549,54,48,5,1,1,0,2
13,LF,Paul McAnulty*,27,66,164,135,9,28,7,1,3,13,0,0,26,41,0.207,0.341,0.341,0.682,91,46,0,2,0,1,2
14,CF,Will Venable*,25,28,124,110,16,29,4,2,2,10,1,1,13,21,0.264,0.339,0.391,0.73,103,43,1,0,0,1,1
15,C,Michael Barrett,31,30,107,94,9,19,3,0,2,9,0,0,9,16,0.202,0.274,0.298,0.571,60,28,4,1,1,2,0
16,DH,Tony Clark#,36,70,107,88,5,21,3,0,1,11,0,0,19,32,0.239,0.374,0.307,0.681,93,27,2,0,0,0,0
17,C,Luke Carlin#,27,36,105,94,12,14,3,1,1,6,0,0,10,34,0.149,0.238,0.234,0.472,33,22,3,1,0,0,0
18,CF,Jim Edmonds*,38,26,103,90,6,16,2,0,1,6,2,1,10,24,0.178,0.265,0.233,0.498,41,21,1,1,1,1,1
19,LF,Justin Huber,25,33,67,61,5,15,3,0,2,8,0,0,3,19,0.246,0.303,0.393,0.696,93,24,0,2,1,0,0
20,2B,Matt Antonelli,23,21,65,57,6,11,2,0,1,3,0,0,5,11,0.193,0.292,0.281,0.573,61,16,1,3,0,0,1
21,OF,Chip Ambres,28,24,48,41,3,8,1,0,0,0,1,0,7,15,0.195,0.313,0.22,0.532,52,9,0,0,0,0,0
22,SS,Sean Kazmar Jr.,23,19,46,39,2,8,1,0,0,2,0,0,5,14,0.205,0.289,0.231,0.52,48,9,0,0,1,1,0
23,UT,Callix Crabbe#,25,21,39,34,4,6,1,0,0,2,1,0,4,6,0.176,0.282,0.206,0.488,39,7,0,1,0,0,0
24,OF,Drew Macias*,25,17,25,20,2,4,0,0,2,5,0,0,2,6,0.2,0.25,0.5,0.75,103,10,1,0,1,2,0
25,1B,Brian Myrow*,31,21,24,21,1,3,0,0,1,3,0,0,2,5,0.143,0.208,0.286,0.494,36,6,1,0,0,1,0
26,2B,Craig Stansberry,26,12,18,16,4,6,1,0,0,2,0,0,2,3,0.375,0.444,0.438,0.882,148,7,0,0,0,0,0
27,C,Colt Morton,26,9,18,15,2,1,0,0,0,1,0,0,2,5,0.067,0.167,0.067,0.233,-31,1,0,0,0,1,0
28,P,Jake Peavy,27,28,58,49,4,13,2,0,0,2,0,1,3,12,0.265,0.302,0.306,0.608,70,15,2,0,5,1,0
29,P,Greg Maddux,42,26,49,42,1,5,0,0,0,2,1,0,1,14,0.119,0.14,0.119,0.259,-27,5,0,0,6,0,0
30,P,Randy Wolf*,31,22,41,35,5,5,1,0,0,1,0,0,3,10,0.143,0.211,0.171,0.382,8,6,2,0,3,0,0
31,P,Cha-Seung Baek,28,23,38,29,2,5,1,0,1,2,0,0,1,7,0.172,0.2,0.31,0.51,40,9,0,0,8,0,0
32,P,Chris Young,29,17,36,28,3,3,1,0,1,2,0,0,1,11,0.107,0.133,0.25,0.383,4,7,3,0,6,1,0
33,P,Josh Banks,25,18,27,23,3,3,0,0,0,0,0,0,2,6,0.13,0.2,0.13,0.33,-5,3,0,0,2,0,0
34,P,Shawn Estes,35,10,14,9,1,2,1,0,0,0,0,0,0,3,0.222,0.222,0.333,0.556,52,3,0,0,5,0,0
35,P,Wil Ledezma*,27,25,13,10,1,0,0,0,0,0,0,0,1,6,0,0.091,0,0.091,-72,0,0,0,2,0,0
