Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Austin Hedges,27,29,71,57,7,9,1,0,3,6,1,1,6,18,0.158,0.258,0.333,0.591,63,19,3,2,5,1,0
2,1B,Eric Hosmer*,30,38,156,143,23,41,6,0,9,36,4,0,9,28,0.287,0.333,0.517,0.851,131,74,3,2,0,2,0
3,2B,Jake Cronenworth*,26,54,192,172,26,49,15,3,4,20,3,1,18,30,0.285,0.354,0.477,0.831,128,82,4,1,0,1,0
4,SS,Fernando Tatis Jr.,21,59,257,224,50,62,11,2,17,45,11,3,27,61,0.277,0.366,0.571,0.937,155,128,6,5,0,1,1
5,3B,Manny Machado,27,60,254,224,44,68,12,1,16,47,6,3,26,37,0.304,0.37,0.58,0.95,158,130,9,0,0,4,4
6,LF,Jurickson Profar#,27,56,202,180,28,50,6,0,7,25,7,1,15,28,0.278,0.343,0.428,0.771,113,77,1,4,1,2,0
7,CF,Trent Grisham*,23,59,252,215,42,54,8,3,10,26,10,1,31,64,0.251,0.352,0.456,0.808,122,98,1,3,1,1,0
8,RF,Wil Myers,29,55,218,198,34,57,14,2,15,40,2,1,18,56,0.288,0.353,0.606,0.959,159,120,0,2,0,0,0
9,DH,Tommy Pham,32,31,125,109,13,23,2,0,3,12,6,0,15,27,0.211,0.312,0.312,0.624,74,34,2,1,0,0,0
10,C,Austin Nola,30,19,74,63,9,14,4,0,2,9,0,0,9,17,0.222,0.324,0.381,0.705,95,24,2,1,0,1,0
11,1B,Mitch Moreland*,34,20,73,69,8,14,5,0,2,8,0,0,4,14,0.203,0.247,0.362,0.609,66,25,0,0,0,0,1
12,IF,Greg Garcia*,30,35,71,60,6,12,3,0,0,11,1,0,7,18,0.2,0.279,0.25,0.529,49,15,0,0,3,1,0
13,CI,Ty France,25,20,61,55,9,17,4,0,2,10,0,0,5,15,0.309,0.377,0.491,0.868,139,27,1,1,0,0,0
14,C,Francisco Mejia#,24,17,42,39,5,3,1,0,1,2,0,0,1,9,0.077,0.143,0.179,0.322,-11,7,1,2,0,0,0
15,UT,Josh Naylor*,23,18,38,36,4,10,0,1,1,4,1,0,1,4,0.278,0.316,0.417,0.732,101,15,2,1,0,0,0
16,OF,Edward Olivares,24,13,36,34,4,6,1,0,1,3,0,1,2,14,0.176,0.222,0.294,0.516,42,10,0,0,0,0,0
17,C,Jason Castro*,33,9,30,28,3,5,5,0,0,3,0,0,2,10,0.179,0.233,0.357,0.59,61,10,1,0,0,0,0
18,UT,Jorge Mateo,25,22,28,26,4,4,3,0,0,2,1,0,1,11,0.154,0.185,0.269,0.454,24,7,1,0,1,0,0
19,DH,Jorge Oña,23,5,15,12,3,3,1,0,1,2,0,0,2,7,0.25,0.4,0.583,0.983,168,7,0,1,0,0,0
20,OF,Abraham Almonte#,31,7,13,11,0,1,0,0,0,0,1,1,2,4,0.091,0.231,0.091,0.322,-5,1,0,0,0,0,0
21,C,Luis Torrens,24,7,13,11,0,3,1,0,0,0,0,0,1,2,0.273,0.333,0.364,0.697,94,4,0,0,1,0,0
22,DH,Luis Campusano,21,1,4,3,2,1,0,0,1,1,0,0,0,2,0.333,0.5,1.333,1.833,383,4,0,1,0,0,0
23,OF,Greg Allen#,27,1,4,1,1,0,0,0,0,0,1,0,2,1,0,0.75,0,0.75,136,0,0,1,0,0,0
24,P,Tim Hill,30,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
25,P,Austin Adams,29,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
26,P,Michel Báez,24,0,0,,,,,,,,,,,,,,,,,,,,,,
