Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Benito Santiago,26,152,614,580,60,155,22,3,17,87,8,10,23,114,0.267,0.296,0.403,0.7,93,234,21,4,0,7,5
2,1B,Fred McGriff*,27,153,642,528,84,147,19,1,31,106,4,1,105,135,0.278,0.396,0.494,0.89,147,261,14,2,0,7,26
3,2B,Bip Roberts#,27,117,472,424,66,119,13,3,3,32,26,11,37,71,0.281,0.342,0.347,0.689,92,147,6,4,4,3,0
4,SS,Tony Fernandez#,29,145,621,558,81,152,27,5,4,38,23,9,55,74,0.272,0.337,0.36,0.697,95,201,12,0,7,1,0
5,3B,Scott Coolbaugh,25,60,205,180,12,39,8,1,2,15,0,3,19,45,0.217,0.294,0.306,0.599,67,55,8,1,4,1,2
6,LF,Jerald Clark,27,118,411,369,26,84,16,0,10,47,2,1,31,90,0.228,0.295,0.352,0.647,80,130,10,6,1,4,2
7,CF,Darrin Jackson,27,122,394,359,51,94,12,1,21,49,5,3,27,66,0.262,0.315,0.476,0.791,117,171,5,2,3,3,2
8,RF,Tony Gwynn*,31,134,569,530,69,168,27,11,4,62,8,8,34,19,0.317,0.355,0.432,0.787,118,229,11,0,0,5,8
9,IF,Tim Teufel,32,97,363,307,39,70,16,0,11,42,8,2,49,69,0.228,0.334,0.388,0.722,101,119,8,1,4,2,4
10,OF,Thomas Howard#,26,106,309,281,30,70,12,3,4,22,10,7,24,57,0.249,0.309,0.356,0.665,85,100,4,1,2,1,4
11,3B,Jack Howell*,29,58,179,160,24,33,3,1,6,16,0,0,18,33,0.206,0.287,0.35,0.637,77,56,1,0,1,0,1
12,2B,Paul Faries,26,57,149,130,13,23,3,1,0,7,3,1,14,21,0.177,0.262,0.215,0.477,35,28,5,1,4,0,0
13,CF,Shawn Abner,25,53,125,115,15,19,4,1,1,5,0,0,7,25,0.165,0.218,0.243,0.461,28,28,3,1,1,1,4
14,LF,Kevin Ward,29,44,118,107,13,26,7,2,2,8,1,4,9,27,0.243,0.308,0.402,0.71,96,43,3,1,1,0,0
15,MI,Craig Shipley,28,37,95,91,6,25,3,0,1,6,0,1,2,14,0.275,0.298,0.341,0.639,78,31,1,1,1,0,0
16,3B,Jim Presley,29,20,66,59,3,8,0,0,1,5,0,1,4,16,0.136,0.2,0.186,0.386,8,11,2,1,1,1,1
17,C,Tom Lampkin*,27,38,61,58,4,11,3,1,0,3,0,0,3,9,0.19,0.23,0.276,0.505,40,16,0,0,0,0,0
18,UT,Oscar Azocar*,26,38,60,57,5,14,2,0,0,9,2,0,1,9,0.246,0.267,0.281,0.547,53,16,1,1,0,1,1
19,3B,Garry Templeton#,35,32,59,57,5,11,1,1,1,6,0,1,1,9,0.193,0.203,0.298,0.502,38,17,3,0,0,1,0
20,MI,Jose Mota#,26,17,41,36,4,8,0,0,0,2,0,0,2,7,0.222,0.282,0.222,0.504,42,8,0,1,2,0,0
21,C,Dann Bilardello,32,15,29,26,4,7,2,1,0,5,0,0,3,4,0.269,0.345,0.423,0.768,113,11,0,0,0,0,0
22,OF,Jim Vatcher,26,17,24,20,3,4,0,0,0,2,1,0,4,6,0.2,0.333,0.2,0.533,52,4,0,0,0,0,0
23,LF,Mike Aldrete*,30,12,18,15,2,0,0,0,0,1,0,1,3,4,0,0.167,0,0.167,-49,0,1,0,0,0,0
24,IF,Marty Barrett,33,12,17,16,1,3,1,0,1,3,0,0,0,3,0.188,0.235,0.438,0.673,83,7,0,1,0,0,0
25,1B,Brian Dorsett,30,11,12,12,0,1,0,0,0,1,0,0,0,3,0.083,0.083,0.083,0.167,-53,1,0,0,0,0,0
26,,Phil Stephenson*,30,11,9,7,0,2,0,0,0,0,0,0,2,3,0.286,0.444,0.286,0.73,108,2,0,0,0,0,0
27,P,Bruce Hurst*,33,31,83,67,3,9,1,0,0,6,0,0,4,23,0.134,0.183,0.149,0.332,-6,10,0,0,12,0,0
28,P,Andy Benes,23,33,77,62,4,2,0,0,1,1,0,0,6,29,0.032,0.143,0.081,0.224,-36,5,2,2,7,0,0
29,P,Dennis Rasmussen*,32,25,52,44,3,6,1,0,0,0,0,0,5,12,0.136,0.224,0.159,0.384,9,7,0,0,3,0,0
30,P,Greg Harris,27,20,45,36,0,3,0,0,0,2,0,0,1,13,0.083,0.132,0.083,0.215,-39,3,1,1,7,0,0
31,P,Ed Whitson,36,13,27,24,1,3,0,0,0,1,0,0,1,6,0.125,0.16,0.125,0.285,-19,3,0,0,2,0,0
32,P,Jose Melendez,25,31,21,20,1,2,1,0,0,0,0,0,1,14,0.1,0.143,0.15,0.293,-18,3,0,0,0,0,0
33,P,Ricky Bones,22,11,19,13,1,1,0,0,0,1,0,0,2,5,0.077,0.2,0.077,0.277,-20,1,0,0,4,0,0
34,P,Mike Maddux*,29,64,18,13,1,1,0,0,0,0,0,0,2,4,0.077,0.2,0.077,0.277,-20,1,0,0,3,0,0
35,P,Adam Peterson,25,13,16,13,0,0,0,0,0,0,0,0,2,9,0,0.133,0,0.133,-59,0,0,0,1,0,0
36,P,Eric Nolte*,27,6,11,9,2,1,0,0,0,0,0,0,0,6,0.111,0.111,0.111,0.222,-38,1,0,0,2,0,0
37,P,Craig Lefferts*,33,54,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,0,0,0
38,P,Rich Rodriguez*,28,65,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
39,P,Jim Lewis,26,12,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
40,P,Wes Gardner,30,14,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
41,P,Larry Andersen,38,38,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
42,P,Derek Lilliquist*,25,6,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
43,P,Jeremy Hernandez,24,9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
44,P,John Costello,30,27,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,1,0,0
45,P,Atlee Hammaker#,33,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
46,P,Pat Clements,29,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
47,P,Steve Rosenberg*,26,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
48,P,Tim Scott,24,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,28,162,6057,5408,636,1321,204,36,121,591,101,64,501,1069,0.244,0.31,0.362,0.673,87,1960,122,32,78,38,60
,,Rank in 12 NL teams,,,,9,9,11,11,6,6,,10,5,7,12,9,7,7,9,,7,,5,,11,
,,Non-Pitcher Totals,28,162,5662,5082,620,1293,201,36,120,579,101,64,477,933,0.254,0.32,0.379,0.699,94,1926,119,29,36,38,60
,,Pitcher Totals,28.5,162,395,326,16,28,3,0,1,12,0,0,24,136,0.086,0.156,0.104,0.26,-26,34,3,3,42,0,0
