Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
15,C,Luis Torrens,21,56,139,123,7,20,3,1,0,7,0,0,12,30,0.163,0.243,0.203,0.446,22,25,4,1,3,0,3
16,CF,Franchy Cordero*,22,30,99,92,15,21,3,3,3,9,1,1,6,44,0.228,0.276,0.424,0.699,83,39,0,0,1,0,0
17,LF,Travis Jankowski*,26,27,87,75,10,14,2,0,0,1,4,0,9,28,0.187,0.282,0.213,0.496,36,16,2,1,2,0,0
18,SS,Dusty Coleman,30,27,71,66,6,15,3,0,4,9,1,0,2,33,0.227,0.268,0.455,0.722,88,30,1,2,0,1,0
19,IF,Luis Sardinas#,24,29,53,49,3,8,0,0,0,1,1,0,4,11,0.163,0.226,0.163,0.39,7,8,1,0,0,0,0
20,IF,Chase d'Arnaud,30,22,51,49,5,7,2,0,1,3,5,1,2,17,0.143,0.176,0.245,0.421,11,12,0,0,0,0,1
21,3B,Christian Villanueva,26,12,32,32,5,11,1,0,4,7,0,0,0,10,0.344,0.344,0.75,1.094,181,24,0,0,0,0,0
22,C,Rocky Gale,29,3,10,10,1,1,0,0,1,2,0,0,0,2,0.1,0.1,0.4,0.5,24,4,0,0,0,0,0
23,P,Clayton Richard*,33,31,68,57,2,7,1,0,1,4,0,0,1,31,0.123,0.167,0.193,0.36,-4,11,0,2,8,0,0
24,P,Jhoulys Chacin,29,33,61,54,0,12,2,0,0,4,1,0,0,11,0.222,0.222,0.259,0.481,29,14,2,0,7,0,0
25,P,Luis Perdomo,24,27,53,46,3,5,1,4,0,3,0,0,1,20,0.109,0.128,0.304,0.432,10,14,1,0,6,0,0
26,P,Dinelson Lamet,24,19,38,35,0,3,0,0,0,0,0,0,0,22,0.086,0.086,0.086,0.171,-54,3,0,0,3,0,0
27,P,Travis Wood,30,11,17,17,3,4,0,0,2,6,0,0,0,7,0.235,0.235,0.588,0.824,110,10,0,0,0,0,0
28,P,Trevor Cahill,29,9,17,13,1,4,1,0,0,2,0,0,1,3,0.308,0.357,0.385,0.742,99,5,0,0,3,0,0
29,P,Jered Weaver,34,8,10,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,-100,0,1,0,0,0,0
30,P,Jordan Lyles,26,5,9,8,1,2,0,0,0,3,0,0,1,3,0.25,0.333,0.25,0.583,61,2,0,0,0,0,0
31,P,Craig Stammen,33,57,8,6,2,3,1,0,0,0,0,0,2,2,0.5,0.625,0.667,1.292,247,4,0,0,0,0,0
32,P,Christian Bethancourt,25,8,7,7,0,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-23,1,0,0,0,0,0
33,P,Jarred Cosart,27,7,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,2,0,0
34,P,Miguel Diaz,22,31,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0
35,P,Zach Lee,25,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
36,P,Brad Hand*,27,66,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0
37,P,Kyle Lloyd,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
38,P,Kevin Quackenbush,28,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
39,P,Dillon Overton*,25,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
40,P,Jose Torres*,23,57,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,440,1,0,0,0,0,0
41,P,Kyle McGrath*,24,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
42,P,Brandon Maurer,26,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
43,P,Tim Melville,27,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
44,P,Buddy Baumann*,29,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
45,P,Jake Esch,27,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
46,P,Ryan Buchter*,30,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
47,P,Kirby Yates*,30,55,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
48,P,Jose Ruiz,22,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
49,P,Phil Maton,24,44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
50,P,Jose Valdez,27,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
51,P,Cory Mazzoni,27,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
52,P,Carter Capps,26,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,26.2,162,5954,5356,604,1251,227,31,189,576,89,33,460,1499,0.234,0.299,0.393,0.692,83,2107,99,53,52,33,20
,,Rank in 15 NL teams,,,,15,15,15,15,6,11,,6,10,15,14,15,15,13,14,,14,,10,,10,
,,Non-Pitcher Totals,26.1,162,5654,5095,591,1210,221,27,186,554,88,33,454,1390,0.237,0.304,0.401,0.705,87,2043,95,51,21,33,20
,,Pitcher Totals,28.2,162,300,261,13,41,6,4,3,22,1,0,6,109,0.157,0.182,0.245,0.427,13,64,4,2,31,0,0
