Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
22,P,Clayton Richard*,26,32,72,61,5,9,2,0,0,5,0,0,1,21,0.148,0.172,0.18,0.352,-1,11,0,1,8,1,0
23,P,Jon Garland,30,34,69,56,6,12,1,0,0,2,0,0,6,18,0.214,0.286,0.232,0.518,48,13,0,0,6,1,0
24,P,Mat Latos,22,29,63,54,3,6,2,0,1,3,0,0,0,29,0.111,0.111,0.204,0.315,-14,11,1,0,9,0,0
25,P,Kevin Correia,29,27,52,44,4,6,1,0,0,5,0,0,2,20,0.136,0.174,0.159,0.333,-5,7,0,0,6,0,0
26,P,Wade LeBlanc*,25,25,49,44,2,13,0,0,0,1,0,0,1,12,0.295,0.311,0.295,0.607,72,13,0,0,4,0,0
27,P,Tim Stauffer,28,32,21,17,2,3,2,0,0,2,0,0,2,12,0.176,0.263,0.294,0.557,57,5,0,0,2,0,0
28,P,Chris Young,31,4,6,5,0,0,0,0,0,0,0,0,1,4,0,0.167,0,0.167,-48,0,0,0,0,0,0
29,P,Cory Luebke,25,4,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,0,0,0,0,0
30,P,Sean Gallagher,24,15,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0
31,P,Heath Bell,32,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
32,P,Ernesto Frieri,24,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
33,P,Ryan Webb,24,51,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
34,P,Cesar Ramos*,26,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
35,P,Joe Thatcher*,28,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
36,P,Edward Mujica,26,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
37,P,Luis Perdomo*,26,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
38,P,Mike Adams,31,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
39,P,Adam Russell,27,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
40,P,Luke Gregerson*,26,78,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,29.3,162,6148,5434,665,1338,236,24,132,630,124,50,538,1183,0.246,0.317,0.371,0.689,93,2018,106,50,79,46,67
,,Rank in 16 NL teams,,,,13,12,15,16,15,12,,2,15,7,7,15,13,15,14,,14,,7,,6,
,,Non-Pitcher Totals,29.4,162,5805,5142,643,1289,228,24,131,612,124,50,525,1057,0.251,0.323,0.381,0.704,97,1958,105,49,44,44,67
,,Pitcher Totals,26.5,162,343,292,22,49,8,0,1,18,0,0,13,126,0.168,0.205,0.205,0.41,16,60,1,1,35,2,0
