Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
52,P,Alan Embree*,32,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
53,P,Tom Davey,28,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
54,P,Doug Nickle,27,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
55,P,Jose Nunez*,23,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
56,P,David Lundquist,29,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
57,P,Jonathan Johnson,27,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
58,P,Kevin Walker*,25,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
59,P,Jason Boyd,29,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,29.2,162,6178,5515,662,1393,243,29,136,627,71,44,547,1062,0.253,0.321,0.381,0.702,93,2102,132,30,45,41,42
,,Rank in 16 NL teams,,,,3,14,12,15,8,16,,14,9,10,8,12,12,15,15,,15,,16,,9,
,,Non-Pitcher Totals,29.4,162,5832,5202,648,1346,234,29,135,610,71,43,536,962,0.259,0.329,0.393,0.722,98,2043,123,30,23,41,42
,,Pitcher Totals,26.3,162,346,313,14,47,9,0,1,17,0,1,11,100,0.15,0.179,0.188,0.368,2,59,9,0,22,0,0
