Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,John Flaherty,29,129,476,439,38,120,21,1,9,46,4,4,33,62,0.273,0.323,0.387,0.71,91,170,11,0,2,2,7
2,1B,Wally Joyner*,35,135,518,455,59,149,29,2,13,83,3,5,51,51,0.327,0.39,0.486,0.876,135,221,14,2,0,10,5
3,2B,Quilvio Veras#,26,145,631,539,74,143,23,1,3,45,33,12,72,84,0.265,0.357,0.328,0.685,87,177,9,7,9,4,0
4,SS,Chris Gomez,26,150,589,522,62,132,19,2,5,54,5,8,53,114,0.253,0.326,0.326,0.652,77,170,16,5,3,3,1
5,3B,Ken Caminiti#,34,137,576,486,92,141,28,0,26,90,11,2,80,118,0.29,0.389,0.508,0.897,141,247,12,3,0,7,9
6,LF,Greg Vaughn,31,120,422,361,60,78,10,0,18,57,7,4,56,110,0.216,0.322,0.393,0.716,93,142,7,2,0,3,1
7,CF,Steve Finley*,32,143,615,560,101,146,26,5,28,92,15,3,43,92,0.261,0.313,0.475,0.788,110,266,10,3,2,7,2
8,RF,Tony Gwynn*,37,149,651,592,97,220,49,2,17,119,12,5,43,28,0.372,0.409,0.547,0.957,156,324,12,3,1,12,12
9,LF,Rickey Henderson,38,88,365,288,63,79,11,0,6,27,29,4,71,62,0.274,0.422,0.375,0.797,118,108,7,4,0,2,2
10,CI,Archi Cianfrocco,30,89,252,220,25,54,12,0,4,26,7,1,25,80,0.245,0.328,0.355,0.683,85,78,11,3,1,2,1
11,OF,Chris Jones,31,92,172,152,24,37,9,0,7,25,7,2,16,45,0.243,0.322,0.441,0.762,104,67,4,2,1,1,0
12,MI,Craig Shipley,34,63,148,139,22,38,9,0,5,19,1,1,7,20,0.273,0.306,0.446,0.752,101,62,1,0,1,1,0
13,C,Carlos Hernandez,30,50,138,134,15,42,7,1,3,14,0,2,3,27,0.313,0.328,0.448,0.776,108,60,5,0,1,0,0
14,UT,Mark Sweeney*,27,71,115,103,11,33,4,0,2,19,2,2,11,18,0.32,0.383,0.417,0.8,117,43,1,0,0,1,0
15,OF,Trey Beamon*,23,43,68,65,5,18,3,0,0,7,1,2,2,17,0.277,0.309,0.323,0.632,71,21,1,1,0,0,0
16,1B,Derrek Lee,21,22,63,54,9,14,3,0,1,4,0,0,9,24,0.259,0.365,0.37,0.735,100,20,1,0,0,0,0
