Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Terry Kennedy*,29,143,565,532,54,139,27,1,10,74,0,0,31,102,0.261,0.301,0.372,0.673,89,198,19,0,0,2,10
2,1B,Steve Garvey,36,162,699,654,80,184,34,6,17,81,0,0,35,67,0.281,0.318,0.43,0.748,109,281,25,3,1,6,7
3,2B,Tim Flannery*,27,126,456,384,50,108,14,3,1,40,2,5,58,39,0.281,0.386,0.341,0.727,107,131,4,9,3,2,1
4,SS,Garry Templeton#,29,148,596,546,63,154,30,2,6,55,16,6,41,88,0.282,0.332,0.377,0.709,99,206,5,1,5,3,24
5,3B,Graig Nettles*,40,137,515,440,66,115,23,1,15,61,0,0,72,59,0.261,0.363,0.42,0.784,120,185,10,0,0,3,5
6,LF,Carmelo Martinez,24,150,610,514,64,130,28,1,21,72,0,4,87,82,0.253,0.362,0.434,0.796,123,223,10,3,2,4,4
7,CF,Kevin McReynolds,25,152,616,564,61,132,24,4,15,75,4,0,43,81,0.234,0.29,0.371,0.66,85,209,17,3,2,4,6
8,RF,Tony Gwynn*,25,154,671,622,90,197,29,5,6,46,14,11,45,33,0.317,0.364,0.408,0.773,117,254,17,2,1,1,4
9,2B,Jerry Royster,32,90,287,249,31,70,13,2,5,31,6,5,32,31,0.281,0.363,0.41,0.772,117,102,6,1,3,2,1
10,3B,Kurt Bevacqua,38,71,167,138,17,33,6,0,3,25,0,0,25,17,0.239,0.349,0.348,0.697,97,48,3,0,1,3,5
11,C,Bruce Bochy,30,48,120,112,16,30,2,0,6,13,0,0,6,30,0.268,0.305,0.446,0.752,109,50,1,0,2,0,1
12,OF,Al Bumbry*,38,68,103,95,6,19,3,0,1,10,2,0,7,9,0.2,0.255,0.263,0.518,46,25,4,0,1,0,0
13,OF,Bobby Brown#,31,79,91,84,8,13,3,0,0,6,6,4,5,20,0.155,0.2,0.19,0.39,11,16,2,0,1,1,0
14,OF,Gerry Davis,26,44,64,58,10,17,3,1,0,2,0,0,5,7,0.293,0.349,0.379,0.729,105,22,2,0,1,0,0
15,SS,Mario Ramirez,27,37,63,60,6,17,0,0,2,5,0,0,3,11,0.283,0.317,0.383,0.701,97,23,0,0,0,0,0
16,OF,Miguel Dilone#,30,27,50,46,8,10,0,1,0,1,10,3,4,8,0.217,0.28,0.261,0.541,53,12,0,0,0,0,0
17,2B,Alan Wiggins#,27,10,40,37,3,2,1,0,0,0,0,1,2,4,0.054,0.103,0.081,0.184,-48,3,1,0,1,0,0
18,,Edwin Rodriguez,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
19,P,Andy Hawkins,25,33,93,77,1,6,0,0,0,3,0,0,3,16,0.078,0.113,0.078,0.19,-45,6,1,0,13,0,0
20,P,Eric Show,29,35,87,79,3,10,0,0,1,6,0,0,0,30,0.127,0.138,0.165,0.302,-15,13,0,1,7,0,0
21,P,Dave Dravecky,29,34,79,69,5,8,1,1,0,1,0,0,4,20,0.116,0.164,0.159,0.324,-8,11,0,0,6,0,0
22,P,LaMarr Hoyt,30,31,77,64,4,4,0,0,0,2,0,0,1,21,0.063,0.077,0.063,0.139,-60,4,1,0,12,0,0
23,P,Mark Thurmond*,28,36,45,34,2,3,0,0,0,2,0,0,1,10,0.088,0.111,0.088,0.199,-43,3,0,0,9,1,0
24,P,Rich Gossage,33,50,13,11,1,0,0,0,0,0,0,0,2,5,0,0.154,0,0.154,-53,0,0,0,0,0,0
25,P,Ed Wojna,24,15,12,12,0,2,0,0,0,0,0,0,0,8,0.167,0.167,0.167,0.333,-6,2,0,0,0,0,0
26,P,Tim Stoddard,32,44,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,1,0,0
27,P,Roy Lee Jackson,31,22,6,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,1,0,0
28,P,Lance McCullers#,21,21,6,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,2,0,0
29,P,Luis DeLeon,26,29,5,5,1,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,13,1,0,0,0,0,0
30,P,Craig Lefferts*,27,60,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,41,1,0,0,0,0,0
31,P,Gene Walter*,24,15,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,53,0,0,0,0,0,0
32,P,Greg Booker,25,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
33,P,Bob Patterson,26,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,29.8,162,6150,5507,650,1405,241,28,109,611,60,39,513,809,0.255,0.32,0.368,0.688,93,2029,128,23,75,32,68
,,Rank in 12 NL teams,,,,4,8,5,6,8,10,,12,1,9,1,5,6,9,8,,9,,5,,11,
,,Non-Pitcher Totals,29.9,162,5714,5136,633,1370,240,27,108,597,60,39,501,688,0.267,0.333,0.387,0.72,102,1988,126,22,24,31,68
,,Pitcher Totals,28.1,162,436,371,17,35,1,1,1,14,0,0,12,121,0.094,0.125,0.111,0.235,-33,41,2,1,51,1,0
