Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Brad Ausmus,25,101,366,327,45,82,12,1,7,24,5,1,30,63,0.251,0.314,0.358,0.672,77,117,8,1,6,2,12
2,1B,Eddie Williams,29,49,196,175,32,58,11,1,11,42,0,1,15,26,0.331,0.392,0.594,0.986,156,104,10,3,2,1,1
3,2B,Bip Roberts#,30,105,449,403,52,129,15,5,2,31,21,7,39,57,0.32,0.383,0.397,0.78,107,160,7,3,2,2,1
4,SS,Ricky Gutierrez,24,90,314,275,27,66,11,2,1,28,2,6,32,54,0.24,0.321,0.305,0.626,67,84,8,2,2,3,1
5,3B,Scott Livingstone*,28,57,187,180,11,49,12,1,2,10,2,2,6,22,0.272,0.294,0.383,0.677,78,69,5,0,0,1,0
6,LF,Phil Plantier*,25,96,385,341,44,75,21,0,18,41,3,1,36,91,0.22,0.302,0.44,0.742,93,150,8,5,1,2,6
7,CF,Derek Bell,25,108,466,434,54,135,20,0,14,54,24,8,29,88,0.311,0.354,0.454,0.808,112,197,14,1,0,2,5
8,RF,Tony Gwynn*,34,110,475,419,79,165,35,1,12,64,5,0,48,19,0.394,0.454,0.568,1.022,169,238,20,2,1,5,16
9,3B,Craig Shipley,31,81,258,240,32,80,14,4,4,30,6,6,9,28,0.333,0.362,0.475,0.837,119,114,3,3,4,2,1
10,MI,Luis Lopez#,23,77,257,235,29,65,16,1,2,20,3,2,15,39,0.277,0.325,0.379,0.704,86,89,7,3,2,2,2
11,UT,Phil Clark,26,61,160,149,14,32,6,0,5,20,1,2,5,17,0.215,0.25,0.356,0.606,58,53,1,3,0,3,1
12,3B,Archi Cianfrocco,27,59,157,146,9,32,8,0,4,13,2,0,3,39,0.219,0.252,0.356,0.608,59,52,2,4,1,2,0
13,UT,Bill Bean*,30,84,146,135,7,29,5,1,0,14,0,1,7,25,0.215,0.248,0.267,0.515,37,36,4,0,1,3,1
14,1B,Tim Hyers*,22,52,129,118,13,30,3,0,0,7,3,0,9,15,0.254,0.307,0.28,0.587,57,33,1,0,2,0,0
15,C,Brian Johnson,26,36,101,93,7,23,4,1,3,16,0,0,5,21,0.247,0.283,0.409,0.691,80,38,4,0,2,1,0
16,1B,Dave Staton,26,29,76,66,6,12,2,0,4,6,0,0,10,18,0.182,0.289,0.394,0.683,79,26,3,0,0,0,0
17,IF,Keith Lockhart*,29,27,50,43,4,9,0,0,2,6,1,0,4,10,0.209,0.286,0.349,0.635,67,15,2,1,1,1,0
18,OF,Ray McDavid*,22,9,29,28,2,7,1,0,0,2,1,0,1,8,0.25,0.276,0.286,0.562,49,8,0,0,0,0,0
19,OF,Melvin Nieves#,22,10,22,19,2,5,1,0,1,4,0,0,3,10,0.263,0.364,0.474,0.837,120,9,0,0,0,0,0
20,SS,Ray Holbert,23,5,5,5,1,1,0,0,0,0,0,0,0,4,0.2,0.2,0.2,0.4,6,1,0,0,0,0,0
21,P,Andy Benes,26,25,63,49,2,8,1,0,0,7,0,0,1,22,0.163,0.18,0.184,0.364,-3,9,3,0,13,0,0
22,P,Andy Ashby,26,24,59,49,2,8,0,0,0,0,0,0,1,19,0.163,0.18,0.163,0.343,-8,8,2,0,9,0,0
23,P,Joey Hamilton,23,16,48,40,0,0,0,0,0,1,0,0,2,24,0,0.047,0,0.047,-86,0,0,0,5,1,0
24,P,Scott Sanders,25,23,41,32,0,4,0,0,0,1,0,0,3,16,0.125,0.2,0.125,0.325,-11,4,0,0,6,0,0
25,P,Wally Whitehurst,30,13,22,19,0,2,0,0,0,0,0,0,3,8,0.105,0.227,0.105,0.333,-8,2,0,0,0,0,0
26,P,Bill Krueger*,36,8,14,12,1,6,1,0,0,0,0,0,0,3,0.5,0.5,0.583,1.083,186,7,0,0,2,0,0
27,P,A.J. Sager,29,22,11,10,0,1,0,1,0,2,0,0,0,5,0.1,0.1,0.3,0.4,0,3,0,0,1,0,0
