Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Benito Santiago,22,146,572,546,64,164,33,2,18,79,21,12,16,112,0.3,0.324,0.467,0.791,111,255,12,5,1,4,2
2,1B,John Kruk*,26,138,527,447,72,140,14,2,20,91,18,10,73,93,0.313,0.406,0.488,0.894,140,218,6,0,3,4,15
3,2B,Tim Flannery*,29,106,326,276,23,63,5,1,0,20,2,4,42,30,0.228,0.332,0.254,0.586,61,70,6,2,4,2,4
4,SS,Garry Templeton#,31,148,561,510,42,113,13,5,5,48,14,3,42,92,0.222,0.281,0.296,0.577,56,151,15,1,5,3,11
5,3B,Kevin Mitchell,25,62,217,196,19,48,7,1,7,26,0,0,20,38,0.245,0.313,0.398,0.711,91,78,5,0,0,1,3
6,LF,Carmelo Martinez,26,139,525,447,59,122,21,2,15,70,5,5,70,82,0.273,0.372,0.43,0.802,116,192,11,3,1,4,5
7,CF,Stan Jefferson#,24,116,469,422,59,97,8,7,8,29,34,11,39,92,0.23,0.296,0.339,0.635,71,143,6,2,3,3,2
8,RF,Tony Gwynn*,27,157,680,589,119,218,36,13,7,54,56,12,82,35,0.37,0.447,0.511,0.958,158,301,13,3,2,4,26
9,IF,Randy Ready,27,124,423,350,69,108,26,6,12,54,7,3,67,44,0.309,0.423,0.52,0.943,153,182,7,3,2,1,2
10,2B,Joey Cora#,22,77,276,241,23,57,7,2,0,13,15,11,28,26,0.237,0.317,0.282,0.6,64,68,4,1,5,1,1
11,CF,Shane Mack,23,105,267,238,28,57,11,3,4,25,4,6,18,47,0.239,0.299,0.361,0.66,77,86,11,3,6,2,0
12,OF,Marvell Wynne*,27,98,213,188,17,47,8,2,2,24,11,6,20,37,0.25,0.321,0.346,0.666,80,65,5,0,4,1,1
13,IF,Luis Salazar,31,84,206,189,13,48,5,0,3,17,3,3,14,30,0.254,0.302,0.328,0.63,70,62,2,0,1,2,2
14,3B,Chris Brown,25,44,173,155,17,36,3,0,6,23,3,1,11,30,0.232,0.294,0.368,0.662,78,57,7,3,3,1,0
15,C,Bruce Bochy,32,38,87,75,8,12,3,0,2,11,0,1,11,21,0.16,0.264,0.28,0.544,47,21,3,0,0,1,1
16,OF,Jim Steels*,26,62,81,68,9,13,1,1,0,6,3,2,11,14,0.191,0.3,0.235,0.535,47,16,2,0,1,1,0
17,1B,Steve Garvey,38,27,78,76,5,16,2,0,1,9,0,0,1,10,0.211,0.231,0.276,0.507,36,21,3,1,0,0,0
18,OF,Shawn Abner,21,16,49,47,5,13,3,1,2,7,1,0,2,8,0.277,0.306,0.511,0.817,116,24,0,0,0,0,0
19,C,Mark Parent,25,12,25,25,0,2,0,0,0,2,0,0,0,9,0.08,0.08,0.08,0.16,-57,2,0,0,0,0,0
20,LF,Randy Byers*,22,10,17,16,1,5,1,0,0,1,1,0,1,5,0.313,0.353,0.375,0.728,97,6,0,0,0,0,0
21,1B,Rob Nelson*,23,10,12,11,0,1,0,0,0,1,0,0,1,8,0.091,0.167,0.091,0.258,-28,1,0,0,0,0,0
22,P,Eric Show,31,34,78,70,5,5,1,0,0,2,0,0,0,28,0.071,0.07,0.086,0.156,-58,6,3,0,7,1,0
23,P,Ed Whitson,32,36,76,65,1,8,1,0,0,4,0,0,1,17,0.123,0.136,0.138,0.275,-25,9,0,0,10,0,0
24,P,Jimmy Jones,23,32,59,49,7,8,0,0,1,3,0,0,2,18,0.163,0.196,0.224,0.421,13,11,0,0,8,0,0
25,P,Mark Grant,23,18,37,32,0,3,0,0,0,1,0,0,2,12,0.094,0.147,0.094,0.241,-33,3,1,0,3,0,0
26,P,Andy Hawkins,27,24,37,32,1,5,0,0,0,0,0,0,0,11,0.156,0.156,0.156,0.313,-15,5,0,0,5,0,0
27,P,Eric Nolte*,23,12,25,21,0,2,0,0,0,0,0,0,1,11,0.095,0.136,0.095,0.232,-36,2,0,0,3,0,0
28,P,Dave Dravecky,31,31,21,18,0,3,0,0,0,0,0,1,1,9,0.167,0.211,0.167,0.377,4,3,0,0,2,0,0
29,P,Storm Davis,25,21,17,16,1,1,0,0,0,0,0,0,0,10,0.063,0.063,0.063,0.125,-66,1,0,0,1,0,0
30,P,Lance McCullers#,23,78,16,14,1,1,0,0,0,1,0,0,1,5,0.071,0.133,0.071,0.205,-43,1,0,0,1,0,0
31,P,Mark Davis*,26,43,7,7,0,2,0,0,0,0,0,0,0,1,0.286,0.286,0.286,0.571,55,2,0,0,0,0,0
32,P,Greg Booker,27,44,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
33,P,Ed Wojna,26,5,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
34,P,Rich Gossage,35,40,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
35,P,Craig Lefferts*,29,33,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,81,1,0,0,0,0,0
