Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
27,P,Willie Blair,29,40,29,24,2,0,0,0,0,1,0,0,1,17,0,0.04,0,0.04,-88,0,0,0,4,0,0
28,P,Brian Williams,26,44,14,14,1,1,1,0,0,0,0,0,0,4,0.071,0.071,0.143,0.214,-44,2,1,0,0,0,0
29,P,Trevor Hoffman,27,55,2,2,1,1,1,0,0,2,0,0,0,1,0.5,0.5,1,1.5,289,2,0,0,0,0,0
30,P,Bryce Florie,25,47,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
31,P,Doug Bochtler,24,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
32,P,Tim Worrell,27,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
33,P,Andres Berumen,24,37,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
34,P,Tim Mauser,28,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
35,P,Ron Villone*,25,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
36,P,Marc Kroon#,22,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
37,P,Donnie Elliott,26,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
38,P,Bill Krueger*,37,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
39,P,Jeff Tabaka,31,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
40,P,Dustin Hermanson,22,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,29.1,144,5527,4950,668,1345,231,20,116,618,124,46,447,872,0.272,0.334,0.397,0.731,95,1964,125,35,56,38,45
,,Rank in 14 NL teams,,,,6,6,3,9,14,11,,7,6,10,1,3,5,10,7,,10,,11,,7,
,,Non-Pitcher Totals,29.3,144,5190,4659,647,1300,223,20,114,590,122,46,441,744,0.279,0.343,0.409,0.752,101,1905,122,34,19,36,45
,,Pitcher Totals,26.7,144,337,291,21,45,8,0,2,28,2,0,6,128,0.155,0.173,0.203,0.376,0,59,3,1,37,2,0
