Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Brad Ausmus,26,103,369,328,44,96,16,4,5,34,16,5,31,56,0.293,0.353,0.412,0.765,104,135,6,2,4,4,3
2,1B,Eddie Williams,30,97,325,296,35,77,11,1,12,47,0,0,23,47,0.26,0.32,0.426,0.746,98,126,21,4,0,2,0
3,2B,Jody Reed,32,131,515,445,58,114,18,1,4,40,6,4,59,38,0.256,0.348,0.328,0.676,82,146,9,5,3,3,1
4,SS,Andujar Cedeno,25,120,424,390,42,82,16,2,6,31,5,3,28,92,0.21,0.271,0.308,0.579,55,120,12,5,0,1,7
5,3B,Ken Caminiti#,32,143,602,526,74,159,33,0,26,94,12,5,69,94,0.302,0.38,0.513,0.894,137,270,11,1,0,6,8
6,LF,Melvin Nieves#,23,98,262,234,32,48,6,1,14,38,2,3,19,88,0.205,0.276,0.419,0.695,83,98,9,5,1,3,0
7,CF,Steve Finley*,30,139,630,562,104,167,23,8,10,44,36,12,59,62,0.297,0.366,0.42,0.786,110,236,8,3,4,2,5
8,RF,Tony Gwynn*,35,135,577,535,82,197,33,1,9,90,17,5,35,15,0.368,0.404,0.484,0.888,137,259,20,1,0,6,10
9,UT,Bip Roberts#,31,73,316,296,40,90,14,0,2,25,20,2,17,36,0.304,0.346,0.372,0.718,92,110,2,2,1,0,1
10,C,Brian Johnson,27,68,224,207,20,52,9,0,3,29,0,0,11,39,0.251,0.287,0.338,0.625,67,70,2,1,1,4,2
11,1B,Scott Livingstone*,29,99,213,196,26,66,15,0,5,32,2,1,15,22,0.337,0.38,0.49,0.87,131,96,3,0,0,2,1
12,LF,Phil Plantier*,26,54,165,148,21,38,4,0,5,19,1,1,17,29,0.257,0.333,0.385,0.718,92,57,3,0,0,0,2
13,1B,Roberto Petagine*,24,89,152,124,15,29,8,0,3,17,0,0,26,41,0.234,0.367,0.371,0.738,98,46,2,0,2,0,2
14,UT,Archi Cianfrocco,28,51,133,118,22,31,7,0,5,31,0,2,11,28,0.263,0.333,0.449,0.782,107,53,3,2,0,1,1
15,UT,Phil Clark,27,75,108,97,12,21,3,0,2,7,0,2,8,18,0.216,0.278,0.309,0.587,57,30,3,1,0,2,1
16,SS,Ray Holbert,24,63,86,73,11,13,2,1,2,5,4,0,8,20,0.178,0.277,0.315,0.592,58,23,3,2,3,0,1
17,LF,Marc Newfield,22,21,57,55,6,17,5,1,1,7,0,0,2,8,0.309,0.333,0.491,0.824,117,27,3,0,0,0,0
18,CF,Ray McDavid*,23,11,19,17,2,3,0,0,0,0,1,1,2,6,0.176,0.263,0.176,0.44,21,3,1,0,0,0,0
19,LF,Bill Bean*,31,4,8,7,1,0,0,0,0,0,0,0,1,4,0,0.125,0,0.125,-63,0,0,0,0,0,0
20,1B,Tim Hyers*,23,6,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,1,0,0,0,0
21,P,Joey Hamilton,24,31,73,65,4,7,2,0,0,3,0,0,2,38,0.108,0.132,0.138,0.271,-27,9,1,0,5,1,0
22,P,Andy Ashby,27,31,67,49,2,8,1,0,0,3,1,0,1,24,0.163,0.18,0.184,0.364,-2,9,0,0,17,0,0
23,P,Andy Benes,27,19,44,40,2,6,1,0,0,3,0,0,1,18,0.15,0.171,0.175,0.346,-7,7,1,0,3,0,0
24,P,Fernando Valenzuela*,34,29,35,32,3,8,1,0,2,8,0,0,0,6,0.25,0.25,0.469,0.719,87,15,0,0,3,0,0
25,P,Glenn Dishman,24,19,34,30,4,6,0,0,0,4,0,0,0,13,0.2,0.219,0.2,0.419,13,6,0,1,2,1,0
26,P,Scott Sanders,26,17,31,27,2,8,1,0,0,4,1,0,1,3,0.296,0.321,0.333,0.655,76,9,0,0,3,0,0
