Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Benito Santiago,23,139,527,492,49,122,22,2,10,46,15,7,24,82,0.248,0.282,0.362,0.643,85,178,18,1,5,5,2
2,1B,Keith Moreland,34,143,562,511,40,131,23,0,5,64,2,3,40,51,0.256,0.305,0.331,0.636,84,169,17,0,2,9,6
3,2B,Roberto Alomar#,20,143,611,545,84,145,24,6,9,41,24,6,47,83,0.266,0.328,0.382,0.709,105,208,15,3,16,0,5
4,SS,Garry Templeton#,32,110,392,362,35,90,15,7,3,36,8,2,20,50,0.249,0.286,0.354,0.639,84,128,6,0,7,3,10
5,3B,Chris Brown,26,80,274,247,14,58,6,0,2,19,0,0,19,49,0.235,0.295,0.283,0.579,68,70,9,3,3,2,3
6,LF,Carmelo Martinez,27,121,405,365,48,86,12,0,18,65,1,1,35,57,0.236,0.301,0.416,0.717,106,152,10,0,3,2,3
7,CF,Marvell Wynne*,28,128,369,333,37,88,13,4,11,42,3,4,31,62,0.264,0.325,0.426,0.752,116,142,3,0,3,2,2
8,RF,Tony Gwynn*,28,133,578,521,64,163,22,5,7,70,26,11,51,40,0.313,0.373,0.415,0.787,128,216,11,0,4,2,13
9,UT,John Kruk*,27,120,466,378,54,91,17,1,9,44,5,3,80,68,0.241,0.369,0.362,0.732,113,137,7,0,3,5,12
10,IF,Randy Ready,28,114,380,331,43,88,16,2,7,39,6,2,39,38,0.266,0.346,0.39,0.735,113,129,3,3,4,3,1
11,SS,Dickie Thon,30,95,296,258,36,68,12,2,1,18,19,4,33,49,0.264,0.347,0.337,0.684,99,87,4,1,2,2,0
12,3B,Tim Flannery*,30,79,205,170,16,45,5,4,0,19,3,2,24,32,0.265,0.365,0.341,0.706,106,58,5,4,5,2,1
13,CF,Shane Mack,24,56,140,119,13,29,3,0,0,12,5,1,14,21,0.244,0.336,0.269,0.605,77,32,2,3,3,1,0
14,C,Mark Parent,26,41,125,118,9,23,3,0,6,15,0,0,6,23,0.195,0.232,0.373,0.605,72,44,1,0,0,1,0
15,CF,Stan Jefferson#,25,49,125,111,16,16,1,2,1,4,5,1,9,22,0.144,0.211,0.216,0.428,24,24,3,1,2,2,0
16,OF,Shawn Abner,22,37,89,83,6,15,3,0,2,5,0,1,4,19,0.181,0.225,0.289,0.514,48,24,1,1,0,1,1
17,1B,Rob Nelson*,24,7,23,21,4,4,0,0,1,3,0,0,2,9,0.19,0.261,0.333,0.594,71,7,0,0,0,0,0
18,LF,Jerald Clark,24,6,15,15,0,3,1,0,0,3,0,0,0,4,0.2,0.2,0.267,0.467,34,4,0,0,0,0,0
19,IF,Bip Roberts#,24,5,10,9,1,3,0,0,0,0,0,2,1,2,0.333,0.4,0.333,0.733,115,3,0,0,0,0,0
20,OF,Randy Byers*,23,11,10,10,0,2,1,0,0,0,0,0,0,5,0.2,0.2,0.3,0.5,43,3,0,0,0,0,0
21,,Sandy Alomar,22,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
22,P,Eric Show,32,32,87,81,5,12,1,0,0,4,0,0,1,27,0.148,0.159,0.16,0.319,-7,13,0,0,5,0,0
