Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Fred Kendall,25,141,479,424,32,98,15,2,8,45,0,1,49,33,0.231,0.308,0.333,0.641,84,141,13,0,2,4,7
2,1B,Willie McCovey*,36,128,443,344,53,87,19,1,22,63,1,0,96,76,0.253,0.416,0.506,0.922,164,174,8,1,0,1,9
3,2B,Derrel Thomas#,23,141,585,523,48,129,24,6,3,41,7,8,51,58,0.247,0.313,0.333,0.645,85,174,10,1,6,4,7
4,SS,Enzo Hernandez,25,147,563,512,55,119,19,2,0,34,37,10,38,36,0.232,0.285,0.277,0.562,62,142,4,0,12,1,2
5,3B,Dave Roberts,23,113,360,318,26,53,10,1,5,18,2,0,32,69,0.167,0.246,0.252,0.497,43,80,9,2,4,2,6
6,LF,Dave Winfield,22,145,544,498,57,132,18,4,20,75,9,7,40,96,0.265,0.318,0.438,0.756,115,218,14,1,0,5,2
7,CF,Johnny Grubb*,25,140,503,444,53,127,20,4,8,42,4,0,46,47,0.286,0.355,0.403,0.758,117,179,4,4,4,5,2
8,RF,Bobby Tolan*,28,95,394,357,45,95,16,1,8,40,7,9,20,41,0.266,0.32,0.384,0.703,101,137,5,9,6,2,4
9,UT,Nate Colbert,28,119,437,368,53,76,16,0,14,54,10,2,62,108,0.207,0.319,0.364,0.683,96,134,10,1,1,5,6
10,RF,Cito Gaston,30,106,289,267,19,57,11,0,6,33,0,0,16,51,0.213,0.259,0.322,0.581,66,86,6,1,3,2,2
11,3B,Dave Hilton,23,74,234,217,17,52,8,2,1,12,3,5,13,28,0.24,0.281,0.309,0.59,69,67,5,0,3,1,1
12,2B,Glenn Beckert,33,64,184,172,11,44,1,0,0,7,0,0,11,8,0.256,0.301,0.262,0.562,62,45,1,0,1,0,0
13,2B,Horace Clarke#,35,42,99,90,5,17,1,0,0,4,0,0,8,6,0.189,0.255,0.2,0.455,32,18,0,0,1,0,0
14,C,Bob Barton,32,30,96,81,4,19,1,0,0,7,0,0,13,19,0.235,0.333,0.247,0.58,68,20,2,0,0,2,1
15,UT,Matty Alou*,35,48,88,81,8,16,3,0,0,3,0,0,5,6,0.198,0.241,0.235,0.476,37,19,3,0,1,1,1
16,OF,Gene Locklear*,24,39,79,74,7,20,3,2,1,3,0,1,4,12,0.27,0.308,0.405,0.713,103,30,0,0,1,0,0
17,IF,Rich Morales,30,54,73,61,8,12,3,0,1,5,1,0,8,6,0.197,0.29,0.295,0.585,68,18,2,0,4,0,1
18,C,Chris Cannizzaro,36,26,67,60,2,11,1,0,0,4,0,0,6,11,0.183,0.258,0.2,0.458,33,12,3,0,1,0,0
19,LF,Jerry Turner*,20,17,51,48,4,14,1,0,0,2,2,1,3,5,0.292,0.333,0.313,0.646,86,15,0,0,0,0,0
20,OF,Randy Elliott,23,13,41,33,5,7,1,0,1,2,0,1,7,9,0.212,0.35,0.333,0.683,97,11,0,0,1,0,1
21,SS,Bill Almon,21,16,40,38,4,12,1,0,0,3,1,0,2,9,0.316,0.35,0.342,0.692,99,13,0,0,0,0,0
22,1B,Mike Ivie,21,12,36,34,1,3,0,0,1,3,0,0,2,8,0.088,0.139,0.176,0.315,-10,6,0,0,0,0,0
23,UT,Rod Gaspar#,28,33,18,14,4,3,0,0,0,1,0,0,4,3,0.214,0.389,0.214,0.603,77,3,0,0,0,0,0
24,OF,John Scott,22,14,15,15,3,1,0,0,0,0,1,0,0,4,0.067,0.067,0.067,0.133,-62,1,0,0,0,0,0
25,OF,Bernie Williams,25,14,15,15,1,2,0,0,0,0,0,0,0,6,0.133,0.133,0.133,0.267,-23,2,0,0,0,0,0
26,P,Dave Freisleben,22,33,80,64,4,11,2,1,0,3,0,0,7,20,0.172,0.254,0.234,0.488,41,15,2,0,9,0,0
27,P,Bill Greif,24,46,75,56,3,4,0,0,0,0,0,0,10,23,0.071,0.212,0.071,0.284,-16,4,1,0,9,0,0
28,P,Randy Jones,24,46,70,65,4,10,1,0,0,2,0,0,2,29,0.154,0.179,0.169,0.348,0,11,0,0,3,0,0
29,P,Dan Spillner,22,30,50,43,1,1,0,0,0,0,0,0,2,28,0.023,0.067,0.023,0.09,-73,1,1,0,5,0,0
