Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Gene Tenace,33,133,416,316,46,70,11,1,17,50,4,4,92,63,0.222,0.399,0.424,0.823,137,134,11,4,0,4,11
2,1B,Willie Montanez*,32,128,526,481,39,132,12,4,6,63,3,4,36,52,0.274,0.325,0.353,0.679,95,170,9,3,0,6,9
3,2B,Dave Cash,32,130,437,397,25,90,14,2,1,23,6,5,35,21,0.227,0.287,0.28,0.567,64,111,16,0,2,3,5
4,SS,Ozzie Smith#,25,158,712,609,67,140,18,5,0,35,57,15,71,49,0.23,0.313,0.276,0.589,71,168,9,5,23,4,1
5,3B,Aurelio Rodriguez,32,89,183,175,7,35,7,2,2,13,1,1,6,26,0.2,0.227,0.297,0.524,49,52,5,0,2,0,0
6,LF,Gene Richards*,26,158,712,642,91,193,26,8,4,41,61,16,61,73,0.301,0.363,0.385,0.748,115,247,9,2,7,0,7
7,CF,Jerry Mumphrey#,27,160,622,564,61,168,24,3,4,59,52,5,49,90,0.298,0.352,0.372,0.724,108,210,18,0,5,4,4
8,RF,Dave Winfield,28,162,643,558,89,154,25,6,20,87,23,7,79,83,0.276,0.365,0.45,0.815,133,251,13,2,0,4,14
9,IF,Tim Flannery*,22,95,315,292,15,70,12,0,0,25,2,2,18,30,0.24,0.283,0.281,0.564,63,82,5,0,4,1,4
10,C,Bill Fahey*,30,93,266,241,18,62,4,0,1,22,2,0,21,16,0.257,0.314,0.286,0.601,74,69,4,0,1,2,6
11,3B,Luis Salazar,24,44,183,169,28,57,4,7,1,25,11,2,9,25,0.337,0.372,0.462,0.834,138,78,4,1,3,1,1
12,RF,Jerry Turner*,26,85,168,153,22,44,5,0,3,18,8,3,10,18,0.288,0.335,0.379,0.714,105,58,1,2,1,2,4
13,IF,Barry Evans,24,73,147,125,11,29,3,2,1,14,1,1,17,21,0.232,0.317,0.312,0.629,82,39,2,0,2,3,1
14,UT,Broderick Perkins*,25,43,111,100,18,37,9,0,2,14,2,1,11,10,0.37,0.432,0.52,0.952,173,52,0,0,0,0,1
15,UT,Kurt Bevacqua,33,62,79,71,4,19,6,1,0,12,1,1,6,1,0.268,0.321,0.38,0.701,101,27,1,0,1,1,0
16,UT,Von Joshua*,32,53,68,63,8,15,2,1,2,7,0,1,5,15,0.238,0.294,0.397,0.691,97,25,2,0,0,0,1
17,UT,Paul Dade,28,68,65,53,17,10,0,0,0,3,4,5,12,10,0.189,0.338,0.189,0.527,56,10,2,0,0,0,0
18,1B,Randy Bass*,26,19,57,49,5,14,0,1,3,8,0,0,7,7,0.286,0.386,0.51,0.896,156,25,0,1,0,0,1
19,UT,Craig Stimac,25,20,56,50,5,11,2,0,0,7,0,0,1,6,0.22,0.222,0.26,0.482,38,13,0,0,2,3,0
20,C,Fred Kendall,31,19,24,24,2,7,0,0,0,2,0,0,0,3,0.292,0.292,0.292,0.583,68,7,0,0,0,0,0
21,SS,Chuck Baker,27,9,22,22,0,3,1,0,0,0,0,0,0,4,0.136,0.136,0.182,0.318,-9,4,0,0,0,0,0
22,P,John Curtis*,32,31,69,62,2,12,1,0,0,2,0,0,2,31,0.194,0.219,0.21,0.428,24,13,0,0,5,0,0
23,P,Rick Wise,34,28,62,58,1,8,2,0,0,4,0,0,2,21,0.138,0.167,0.172,0.339,-2,10,0,0,2,0,0
24,P,Randy Jones,30,25,54,45,1,3,0,0,0,0,0,0,2,15,0.067,0.106,0.067,0.173,-49,3,1,0,7,0,0
25,P,Steve Mura,25,39,54,51,3,7,2,0,0,8,0,0,3,21,0.137,0.185,0.176,0.362,5,9,0,0,0,0,0
26,P,Gary Lucas*,25,46,43,35,1,6,0,0,0,2,0,0,1,11,0.171,0.194,0.171,0.366,6,6,0,0,7,0,0
27,P,Bob Shirley,26,59,37,30,3,1,0,0,0,1,0,0,3,15,0.033,0.121,0.033,0.155,-53,1,0,0,4,0,0
28,P,Juan Eichelberger,26,15,33,27,1,3,0,0,0,0,1,0,2,18,0.111,0.172,0.111,0.284,-17,3,0,0,4,0,0
