Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Terry Kennedy*,28,148,570,530,54,127,16,1,14,57,1,2,33,99,0.24,0.284,0.353,0.637,79,187,16,2,0,5,8
2,1B,Steve Garvey,35,161,653,617,72,175,27,2,8,86,1,2,24,64,0.284,0.307,0.373,0.68,91,230,25,1,1,10,3
3,2B,Alan Wiggins#,26,158,692,596,106,154,19,7,3,34,70,21,75,57,0.258,0.342,0.329,0.671,90,196,2,3,14,4,1
4,SS,Garry Templeton#,28,148,535,493,40,127,19,3,2,35,8,3,39,81,0.258,0.312,0.32,0.633,79,158,10,1,0,2,23
5,3B,Graig Nettles*,39,124,465,395,56,90,11,1,20,65,0,0,58,55,0.228,0.329,0.413,0.742,108,163,12,5,0,7,4
6,LF,Carmelo Martinez,23,149,570,488,64,122,28,2,13,66,1,3,68,82,0.25,0.34,0.395,0.736,107,193,7,4,0,10,4
7,CF,Kevin McReynolds,24,147,571,525,68,146,26,6,20,75,3,6,34,69,0.278,0.317,0.465,0.782,118,244,14,0,3,9,8
8,RF,Tony Gwynn*,24,158,675,606,88,213,21,10,5,71,33,18,59,23,0.351,0.41,0.444,0.853,141,269,15,2,6,2,13
9,3B,Luis Salazar,28,93,236,228,20,55,7,2,3,17,11,7,6,38,0.241,0.261,0.329,0.59,65,75,5,0,2,0,1
10,OF,Bobby Brown#,30,85,187,171,28,43,7,2,3,29,16,4,11,33,0.251,0.292,0.368,0.66,85,63,6,0,2,3,0
11,IF,Tim Flannery*,26,86,146,128,24,35,3,3,2,10,4,1,12,17,0.273,0.347,0.391,0.738,108,50,1,3,2,1,1
12,C,Bruce Bochy,29,37,97,92,10,21,5,1,4,15,0,1,3,21,0.228,0.25,0.435,0.685,90,40,2,0,1,1,0
13,UT,Kurt Bevacqua,37,59,95,80,7,16,3,0,1,9,0,0,14,19,0.2,0.326,0.275,0.601,71,22,6,1,0,0,1
14,SS,Mario Ramirez,26,48,73,59,12,7,1,0,2,9,0,0,13,14,0.119,0.278,0.237,0.515,47,14,2,0,1,0,1
15,1B,Champ Summers*,38,47,59,54,5,10,3,0,1,12,0,0,4,15,0.185,0.254,0.296,0.551,55,16,2,1,0,0,1
16,OF,Ron Roenicke#,27,12,22,20,4,6,1,0,1,2,0,0,2,5,0.3,0.364,0.5,0.864,141,10,0,0,0,0,1
17,OF,Eddie Miller#,27,13,14,14,4,4,0,1,1,2,4,0,0,4,0.286,0.286,0.643,0.929,155,9,0,0,0,0,0
18,C,Doug Gwosdz,24,7,10,8,0,2,0,0,0,1,0,0,2,5,0.25,0.4,0.25,0.65,87,2,0,0,0,0,0
19,P,Eric Show,28,32,76,69,7,17,3,0,3,10,0,0,0,23,0.246,0.257,0.42,0.677,88,29,4,1,6,0,0
20,P,Tim Lollar*,28,31,76,68,6,15,1,1,3,15,0,0,6,21,0.221,0.28,0.397,0.677,89,27,1,0,1,1,0
21,P,Ed Whitson,29,36,68,61,0,3,0,0,0,1,0,0,1,12,0.049,0.065,0.049,0.114,-68,3,0,0,6,0,0
22,P,Mark Thurmond*,27,32,68,58,1,11,1,0,0,4,0,0,3,10,0.19,0.23,0.207,0.436,24,12,1,0,7,0,0
23,P,Dave Dravecky,28,50,49,41,3,4,2,0,0,3,0,0,3,8,0.098,0.159,0.146,0.305,-13,6,0,0,5,0,0
24,P,Andy Hawkins,24,36,45,41,2,8,0,0,0,1,0,0,1,14,0.195,0.214,0.195,0.409,16,8,1,0,3,0,0
25,P,Rich Gossage,32,62,25,22,0,4,0,0,0,0,0,0,1,8,0.182,0.217,0.182,0.399,14,4,0,0,2,0,0
26,P,Craig Lefferts*,26,62,18,17,1,5,1,0,0,0,0,0,0,6,0.294,0.294,0.353,0.647,82,6,0,0,1,0,0
27,P,Greg Harris#,28,19,8,8,3,3,1,0,0,0,0,0,0,1,0.375,0.375,0.5,0.875,145,4,0,0,0,0,0
28,P,Greg Booker,24,32,7,7,1,2,1,0,0,0,0,0,0,2,0.286,0.286,0.429,0.714,99,3,0,0,0,0,0
29,P,Luis DeLeon,25,32,5,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,1,0,0
30,P,Floyd Chiffer,28,15,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
31,P,Sid Monge#,33,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
,,Team Totals,28.4,162,6119,5504,686,1425,207,42,109,629,152,68,472,810,0.259,0.317,0.371,0.688,94,2043,132,24,64,55,70
,,Rank in 12 NL teams,,,,5,4,4,12,5,5,,5,8,10,2,5,6,4,6,,5,,4,,1,
,,Non-Pitcher Totals,28.4,162,5670,5104,662,1353,197,41,103,595,152,68,457,701,0.265,0.325,0.38,0.705,98,1941,125,23,32,54,70
,,Pitcher Totals,27.7,162,449,400,24,72,10,1,6,34,0,0,15,109,0.18,0.211,0.255,0.466,31,102,7,1,32,1,0
