Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Gene Tenace,30,147,581,437,66,102,24,4,15,61,5,3,125,119,0.233,0.415,0.41,0.824,134,179,5,13,2,4,10
2,1B,Mike Ivie,24,134,535,489,66,133,29,2,9,66,3,2,39,57,0.272,0.326,0.395,0.721,103,193,6,2,1,4,4
3,2B,Mike Champion,22,150,548,507,35,116,14,6,1,43,3,3,27,85,0.229,0.271,0.286,0.557,58,145,8,2,10,0,3
4,SS,Bill Almon,24,155,670,613,75,160,18,11,2,43,20,9,37,114,0.261,0.303,0.336,0.639,81,206,14,0,20,0,1
5,3B,Tucker Ashford,22,81,277,249,25,54,18,0,3,24,2,3,21,35,0.217,0.278,0.325,0.604,70,81,5,1,4,2,4
6,LF,Gene Richards*,23,146,591,525,79,152,16,11,5,32,56,12,60,80,0.29,0.363,0.39,0.754,113,205,9,2,2,2,12
7,CF,George Hendrick,27,152,608,541,75,168,25,2,23,81,11,6,61,74,0.311,0.381,0.492,0.873,145,266,9,2,1,2,8
8,RF,Dave Winfield,25,157,678,615,104,169,29,7,25,92,16,7,58,75,0.275,0.335,0.467,0.801,124,287,12,0,0,5,10
9,LF,Jerry Turner*,23,118,323,289,43,71,16,1,10,48,12,4,31,43,0.246,0.316,0.412,0.728,104,119,6,0,0,3,1
10,3B,Doug Rader,32,52,205,170,19,46,8,3,5,27,0,1,33,40,0.271,0.392,0.441,0.833,135,75,5,1,1,0,1
11,C,Dave Roberts,26,82,202,186,15,41,14,1,1,23,2,1,11,32,0.22,0.268,0.323,0.59,66,60,4,1,4,0,1
12,LF,Dave Kingman,28,56,187,168,16,40,9,0,11,39,2,3,12,48,0.238,0.292,0.488,0.78,116,82,3,2,2,3,1
13,LF,Merv Rettenmund,34,107,166,126,23,36,6,1,4,17,1,2,33,28,0.286,0.432,0.444,0.877,148,56,2,1,4,2,2
14,IF,Gary Sutherland,32,80,113,103,5,25,3,0,1,11,0,0,7,15,0.243,0.291,0.301,0.592,68,31,3,0,3,0,0
15,C,Bob Davis,25,48,104,94,9,17,2,0,1,10,0,0,5,24,0.181,0.235,0.234,0.469,33,22,2,2,2,1,2
16,IF,Pat Scanlon*,24,47,91,79,9,15,3,0,1,11,0,0,12,20,0.19,0.297,0.266,0.563,61,21,5,0,0,0,3
17,IF,Bobby Valentine,27,44,75,67,5,12,3,0,1,10,0,0,7,10,0.179,0.253,0.269,0.522,48,18,3,0,0,1,1
18,CF,Luis Melendez,27,8,4,3,1,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25,-22,0,0,0,0,0,0
19,SS,Enzo Hernandez,28,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,1,0,0
20,,Brian Greer,18,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
21,P,Bob Shirley,23,39,80,74,5,9,2,0,0,2,0,0,2,34,0.122,0.145,0.149,0.293,-17,11,1,0,4,0,0
22,P,Bob Owchinko*,22,30,64,49,2,4,0,0,0,1,0,0,4,18,0.082,0.151,0.082,0.233,-32,4,0,0,11,0,0
23,P,Randy Jones,27,28,49,43,2,5,1,0,0,1,0,1,2,20,0.116,0.156,0.14,0.295,-16,6,0,0,4,0,0
24,P,Tom Griffin,29,39,49,45,2,6,3,0,2,4,0,0,0,23,0.133,0.13,0.333,0.464,26,15,0,0,3,1,0
25,P,Dave Freisleben,25,33,43,37,4,5,1,0,0,1,0,0,4,14,0.135,0.22,0.162,0.382,10,6,0,0,2,0,0
26,P,Rick Sawyer,29,56,27,20,2,3,0,0,0,2,0,0,5,8,0.15,0.32,0.15,0.47,38,3,0,0,2,0,0
27,P,Rollie Fingers,30,78,21,20,0,1,0,0,0,2,0,0,0,9,0.05,0.05,0.05,0.1,-72,1,0,0,1,0,0
28,P,Dan Spillner,25,76,21,17,1,2,0,0,0,1,0,0,4,12,0.118,0.286,0.118,0.403,19,2,0,0,0,0,0
29,P,Dave Wehrmeister,24,30,14,12,2,2,1,0,0,0,0,0,0,6,0.167,0.167,0.25,0.417,16,3,0,0,2,0,0
30,P,John D'Acquisto,25,17,9,6,0,0,0,0,0,0,0,0,1,5,0,0.143,0,0.143,-56,0,0,0,2,0,0
31,P,Dave Tomlin*,28,76,8,7,1,2,0,0,0,0,0,0,0,2,0.286,0.286,0.286,0.571,62,2,0,0,1,0,0
32,P,Brent Strom,28,8,4,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,89,1,0,0,1,0,0
33,P,Butch Metzger,25,17,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0
34,P,Victor Bernal,23,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
35,P,Paul Siebert*,24,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,25.6,162,6356,5602,692,1397,245,49,120,652,133,57,602,1057,0.249,0.324,0.375,0.699,97,2100,102,29,90,30,64
,,Rank in 12 NL teams,,,,4,6,10,8,6,8,,6,4,1,12,11,7,11,10,,10,,5,,11,
,,Non-Pitcher Totals,25.6,162,5963,5265,671,1357,237,49,118,638,133,56,580,901,0.258,0.333,0.389,0.722,103,2046,101,29,57,29,64
,,Pitcher Totals,25.4,162,393,337,21,40,8,0,2,14,0,1,22,156,0.119,0.172,0.16,0.332,-5,54,1,0,33,1,0
