Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
26,P,Mike Corkins,24,25,44,37,6,8,1,0,1,4,0,0,2,23,0.216,0.256,0.324,0.581,58,12,1,0,5,0,0
27,P,Al Santorini,22,21,19,18,0,0,0,0,0,0,0,0,1,9,0,0.053,0,0.053,-84,0,0,0,0,0,0
28,P,Earl Wilson,35,15,19,17,2,1,0,0,1,2,0,0,2,12,0.059,0.158,0.235,0.393,6,4,0,0,0,0,0
29,P,Ron Herbel,32,64,14,13,0,0,0,0,0,0,0,0,1,8,0,0.071,0,0.071,-79,0,0,0,0,0,0
30,P,Gary Ross,22,33,10,8,1,4,1,0,0,2,0,0,0,1,0.5,0.5,0.625,1.125,207,5,1,0,2,0,0
31,P,Tom Dukes,27,53,7,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,0,0,0,0,0
32,P,Ron Willis,26,42,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
33,P,Steve Arlin,24,2,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
34,P,Roberto Rodriguez,29,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
35,P,Jerry Nyman*,27,3,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,,0,0,0,0,0,0
36,P,Paul Doyle*,30,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
37,P,Jack Baldschun,33,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
,,Team Totals,26.7,162,6146,5494,681,1353,208,36,172,629,60,45,500,1164,0.246,0.312,0.391,0.703,92,2149,111,39,83,29,46
,,Rank in 12 NL teams,,,,8,11,10,12,9,3,,10,6,11,12,10,11,6,9,,8,,3,,12,
,,Non-Pitcher Totals,26.7,162,5714,5124,654,1305,201,36,168,609,60,44,479,1003,0.255,0.321,0.406,0.728,98,2082,105,38,43,29,46
,,Pitcher Totals,26,162,432,370,27,48,7,0,4,20,0,1,21,161,0.13,0.179,0.181,0.36,-1,67,6,1,40,0,0
