Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1,C,Chris Cannizzaro,32,111,397,341,27,95,13,3,5,42,2,7,48,49,0.279,0.366,0.378,0.745,105,129,9,1,4,3,8
2,1B,Nate Colbert,24,156,636,572,84,148,17,6,38,86,3,5,56,150,0.259,0.328,0.509,0.836,126,291,11,4,1,3,8
3,2B,Dave Campbell,28,154,635,581,71,127,28,2,12,40,18,6,40,115,0.219,0.268,0.336,0.604,65,195,7,1,9,4,2
4,SS,Tommy Dean,24,61,177,158,18,35,5,1,2,13,2,0,11,29,0.222,0.271,0.304,0.574,57,48,4,0,7,1,3
5,3B,Ed Spiezio,28,110,369,316,45,90,18,1,12,42,4,0,43,42,0.285,0.373,0.462,0.835,128,146,7,4,2,4,2
6,LF,Al Ferrara,30,138,430,372,44,103,15,4,13,51,0,0,46,63,0.277,0.372,0.444,0.816,123,165,8,11,0,1,2
7,CF,Cito Gaston,26,146,629,584,92,186,26,9,29,93,4,1,41,142,0.318,0.364,0.543,0.907,146,317,16,2,0,2,2
8,RF,Ollie Brown,26,139,577,534,79,156,34,1,23,89,5,3,34,78,0.292,0.331,0.489,0.82,122,261,14,0,3,6,8
9,IF,Steve Huntz#,24,106,427,352,54,77,8,0,11,37,0,3,66,69,0.219,0.341,0.335,0.676,87,118,5,1,5,3,1
10,OF,Ivan Murrell,27,125,370,347,43,85,9,3,12,35,9,7,17,93,0.245,0.287,0.392,0.679,85,136,7,4,1,1,5
11,SS,Jose Arcia,26,114,252,229,28,51,9,3,0,17,3,6,12,36,0.223,0.282,0.288,0.57,57,66,3,7,4,0,1
12,C,Bob Barton,28,61,206,188,15,41,6,0,4,16,1,1,15,37,0.218,0.278,0.314,0.592,62,59,4,1,1,1,2
13,1B,Ramon Webster*,27,95,128,116,12,30,3,0,2,11,1,1,11,12,0.259,0.323,0.336,0.659,81,39,2,0,0,0,0
14,3B,Van Kelly*,24,38,105,89,9,15,3,0,1,9,0,1,15,21,0.169,0.288,0.236,0.524,46,21,1,0,1,0,0
15,SS,Rafael Robles,22,23,97,89,5,19,1,0,0,3,3,0,5,11,0.213,0.263,0.225,0.488,35,20,1,1,2,0,0
16,UT,Ron Slocum,24,60,82,71,8,10,2,2,1,11,0,1,8,24,0.141,0.238,0.268,0.505,38,19,2,1,2,0,1
17,OF,Larry Stahl*,29,52,69,66,5,12,2,0,0,3,2,2,2,14,0.182,0.206,0.212,0.418,15,14,0,0,1,0,0
18,LF,Jerry Morales,21,28,61,58,6,9,0,1,1,4,0,0,3,11,0.155,0.197,0.241,0.438,20,14,2,0,0,0,0
19,OF,Dave Robinson#,24,15,43,38,5,12,2,0,2,6,2,0,5,4,0.316,0.395,0.526,0.922,151,20,2,0,0,0,1
20,OF,Jim Williams,23,11,15,14,4,4,0,0,0,0,1,0,1,3,0.286,0.333,0.286,0.619,72,4,0,0,0,0,0
21,UT,Fred Kendall,21,4,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
22,P,Pat Dobson,28,40,96,71,5,10,1,0,0,4,0,1,5,17,0.141,0.208,0.155,0.363,1,11,2,1,19,0,0
23,P,Clay Kirby,22,36,82,74,4,11,1,0,0,1,0,0,5,38,0.149,0.203,0.162,0.365,2,12,0,0,3,0,0
24,P,Dave Roberts*,25,43,64,59,6,9,1,0,2,6,0,0,1,16,0.153,0.167,0.271,0.438,18,16,1,0,4,0,0
25,P,Danny Coombs,28,35,62,52,3,5,2,0,0,1,0,0,3,29,0.096,0.145,0.135,0.28,-23,7,1,0,7,0,0
