Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Year
4.0,SS,Ozzie Smith#,24.0,156.0,649.0,587.0,77.0,124.0,18.0,6.0,0.0,27.0,28.0,7.0,37.0,37.0,0.21100000000000002,0.26,0.262,0.522,48.0,154.0,11.0,2.0,22.0,1.0,5.0,1979
5.0,3B,Paul Dade,27.0,76.0,310.0,283.0,38.0,78.0,19.0,2.0,1.0,19.0,13.0,5.0,14.0,48.0,0.276,0.311,0.36700000000000005,0.679,91.0,104.0,6.0,2.0,7.0,3.0,0.0,1979
6.0,LF,Jerry Turner*,25.0,138.0,490.0,448.0,55.0,111.0,23.0,2.0,9.0,61.0,4.0,2.0,34.0,58.0,0.248,0.301,0.368,0.67,88.0,165.0,8.0,2.0,2.0,4.0,0.0,1979
7.0,CF,Gene Richards*,25.0,150.0,606.0,545.0,77.0,152.0,17.0,9.0,4.0,41.0,24.0,8.0,47.0,62.0,0.27899999999999997,0.34299999999999997,0.365,0.708,100.0,199.0,7.0,8.0,3.0,3.0,6.0,1979
8.0,RF,Dave Winfield,27.0,159.0,686.0,597.0,97.0,184.0,27.0,10.0,34.0,118.0,15.0,9.0,85.0,71.0,0.308,0.395,0.5579999999999999,0.953,166.0,333.0,9.0,2.0,0.0,2.0,24.0,1979
1.0,C,Ben Davis#,24.0,138.0,526.0,448.0,56.0,107.0,20.0,0.0,11.0,57.0,4.0,4.0,66.0,112.0,0.239,0.337,0.35700000000000004,0.6940000000000001,88.0,160.0,13.0,4.0,1.0,7.0,5.0,2001
2.0,1B,Ryan Klesko*,30.0,146.0,638.0,538.0,105.0,154.0,34.0,6.0,30.0,113.0,23.0,4.0,88.0,89.0,0.28600000000000003,0.384,0.539,0.9229999999999999,145.0,290.0,16.0,3.0,0.0,9.0,7.0,2001
3.0,2B,Damian Jackson,27.0,122.0,495.0,440.0,67.0,106.0,21.0,6.0,4.0,38.0,23.0,6.0,44.0,128.0,0.24100000000000002,0.316,0.34299999999999997,0.66,78.0,151.0,6.0,6.0,2.0,3.0,2.0,2001
4.0,SS,D'Angelo Jimenez#,23.0,86.0,349.0,308.0,45.0,85.0,19.0,0.0,3.0,33.0,2.0,3.0,39.0,68.0,0.276,0.355,0.36700000000000005,0.722,96.0,113.0,9.0,0.0,0.0,2.0,4.0,2001
5.0,3B,Phil Nevin,30.0,149.0,624.0,546.0,97.0,167.0,31.0,0.0,41.0,126.0,4.0,4.0,71.0,147.0,0.306,0.38799999999999996,0.588,0.976,158.0,321.0,13.0,4.0,0.0,3.0,7.0,2001
6.0,LF,Rickey Henderson,42.0,123.0,465.0,379.0,70.0,86.0,17.0,3.0,8.0,42.0,25.0,7.0,81.0,84.0,0.22699999999999998,0.366,0.35100000000000003,0.7170000000000001,95.0,133.0,8.0,3.0,0.0,2.0,0.0,2001
7.0,CF,Mark Kotsay*,25.0,119.0,460.0,406.0,67.0,118.0,29.0,1.0,10.0,58.0,13.0,5.0,48.0,58.0,0.29100000000000004,0.366,0.441,0.807,116.0,179.0,11.0,2.0,1.0,3.0,1.0,2001
8.0,RF,Bubba Trammell,29.0,142.0,546.0,490.0,66.0,128.0,20.0,3.0,25.0,92.0,2.0,2.0,48.0,78.0,0.261,0.33,0.467,0.797,112.0,229.0,10.0,4.0,0.0,4.0,2.0,2001
1.0,C,Gene Tenace,30.0,147.0,581.0,437.0,66.0,102.0,24.0,4.0,15.0,61.0,5.0,3.0,125.0,119.0,0.233,0.415,0.41,0.8240000000000001,134.0,179.0,5.0,13.0,2.0,4.0,10.0,1977
2.0,1B,Mike Ivie,24.0,134.0,535.0,489.0,66.0,133.0,29.0,2.0,9.0,66.0,3.0,2.0,39.0,57.0,0.272,0.326,0.395,0.721,103.0,193.0,6.0,2.0,1.0,4.0,4.0,1977
3.0,2B,Mike Champion,22.0,150.0,548.0,507.0,35.0,116.0,14.0,6.0,1.0,43.0,3.0,3.0,27.0,85.0,0.22899999999999998,0.271,0.28600000000000003,0.557,58.0,145.0,8.0,2.0,10.0,0.0,3.0,1977
4.0,SS,Bill Almon,24.0,155.0,670.0,613.0,75.0,160.0,18.0,11.0,2.0,43.0,20.0,9.0,37.0,114.0,0.261,0.303,0.336,0.639,81.0,206.0,14.0,0.0,20.0,0.0,1.0,1977
5.0,3B,Tucker Ashford,22.0,81.0,277.0,249.0,25.0,54.0,18.0,0.0,3.0,24.0,2.0,3.0,21.0,35.0,0.217,0.278,0.325,0.604,70.0,81.0,5.0,1.0,4.0,2.0,4.0,1977
6.0,LF,Gene Richards*,23.0,146.0,591.0,525.0,79.0,152.0,16.0,11.0,5.0,32.0,56.0,12.0,60.0,80.0,0.29,0.363,0.39,0.754,113.0,205.0,9.0,2.0,2.0,2.0,12.0,1977
7.0,CF,George Hendrick,27.0,152.0,608.0,541.0,75.0,168.0,25.0,2.0,23.0,81.0,11.0,6.0,61.0,74.0,0.311,0.381,0.49200000000000005,0.873,145.0,266.0,9.0,2.0,1.0,2.0,8.0,1977
8.0,RF,Dave Winfield,25.0,157.0,678.0,615.0,104.0,169.0,29.0,7.0,25.0,92.0,16.0,7.0,58.0,75.0,0.275,0.335,0.467,0.8009999999999999,124.0,287.0,12.0,0.0,0.0,5.0,10.0,1977
1.0,C,John Flaherty,28.0,72.0,279.0,264.0,22.0,80.0,12.0,0.0,9.0,41.0,2.0,3.0,9.0,36.0,0.303,0.327,0.451,0.778,109.0,119.0,8.0,2.0,1.0,3.0,1.0,1996
2.0,1B,Wally Joyner*,34.0,121.0,510.0,433.0,59.0,120.0,29.0,1.0,8.0,65.0,5.0,3.0,69.0,71.0,0.27699999999999997,0.377,0.40399999999999997,0.7809999999999999,112.0,175.0,6.0,3.0,1.0,4.0,8.0,1996
3.0,2B,Jody Reed,33.0,146.0,568.0,495.0,45.0,121.0,20.0,0.0,2.0,49.0,2.0,5.0,59.0,53.0,0.244,0.325,0.297,0.622,71.0,147.0,15.0,3.0,5.0,6.0,8.0,1996
4.0,SS,Chris Gomez,25.0,89.0,378.0,328.0,32.0,86.0,16.0,1.0,3.0,29.0,2.0,2.0,39.0,64.0,0.262,0.349,0.345,0.6940000000000001,89.0,113.0,11.0,6.0,3.0,2.0,1.0,1996
5.0,3B,Ken Caminiti#,33.0,146.0,639.0,546.0,109.0,178.0,37.0,2.0,40.0,130.0,11.0,5.0,78.0,99.0,0.326,0.408,0.621,1.028,174.0,339.0,15.0,4.0,0.0,10.0,16.0,1996
6.0,LF,Rickey Henderson,37.0,148.0,602.0,465.0,110.0,112.0,17.0,2.0,9.0,29.0,37.0,15.0,125.0,90.0,0.24100000000000002,0.41,0.344,0.754,108.0,160.0,5.0,10.0,0.0,2.0,2.0,1996
7.0,CF,Steve Finley*,31.0,161.0,721.0,655.0,126.0,195.0,45.0,9.0,30.0,95.0,22.0,8.0,56.0,87.0,0.298,0.354,0.531,0.885,136.0,348.0,20.0,4.0,1.0,5.0,5.0,1996
8.0,RF,Tony Gwynn*,36.0,116.0,498.0,451.0,67.0,159.0,27.0,2.0,3.0,50.0,11.0,4.0,39.0,17.0,0.353,0.4,0.441,0.8420000000000001,128.0,199.0,17.0,1.0,1.0,6.0,12.0,1996
1.0,C,Derek Norris,27.0,125.0,458.0,415.0,50.0,77.0,17.0,0.0,14.0,42.0,9.0,2.0,36.0,139.0,0.18600000000000003,0.255,0.32799999999999996,0.583,58.0,136.0,9.0,4.0,0.0,3.0,5.0,2016
2.0,1B,Wil Myers,25.0,157.0,676.0,599.0,99.0,155.0,29.0,4.0,28.0,94.0,28.0,6.0,68.0,160.0,0.259,0.336,0.461,0.797,115.0,276.0,12.0,4.0,0.0,5.0,1.0,2016
3.0,2B,Ryan Schimpf*,28.0,89.0,330.0,276.0,48.0,60.0,17.0,5.0,20.0,51.0,1.0,1.0,42.0,105.0,0.217,0.336,0.5329999999999999,0.8690000000000001,132.0,147.0,3.0,9.0,0.0,3.0,3.0,2016
4.0,SS,Alexei Ramírez,34.0,128.0,444.0,421.0,33.0,101.0,19.0,2.0,5.0,41.0,6.0,9.0,17.0,56.0,0.24,0.275,0.33,0.605,64.0,139.0,7.0,4.0,0.0,2.0,3.0,2016
5.0,3B,Yangervis Solarte#,28.0,109.0,443.0,405.0,55.0,116.0,26.0,1.0,15.0,71.0,1.0,1.0,30.0,63.0,0.28600000000000003,0.341,0.467,0.8079999999999999,118.0,189.0,7.0,5.0,0.0,3.0,1.0,2016
6.0,LF,Melvin Upton Jr.,31.0,92.0,374.0,344.0,46.0,88.0,11.0,2.0,16.0,45.0,20.0,5.0,23.0,106.0,0.256,0.304,0.439,0.743,99.0,151.0,5.0,2.0,1.0,3.0,1.0,2016
7.0,CF,Travis Jankowski*,25.0,131.0,383.0,335.0,53.0,82.0,13.0,2.0,2.0,12.0,30.0,12.0,42.0,100.0,0.245,0.332,0.313,0.6459999999999999,78.0,105.0,5.0,2.0,3.0,0.0,0.0,2016
8.0,RF,Matt Kemp,31.0,100.0,431.0,409.0,54.0,107.0,24.0,0.0,23.0,69.0,0.0,0.0,16.0,100.0,0.262,0.285,0.489,0.774,106.0,200.0,8.0,0.0,0.0,6.0,3.0,2016
1.0,C,Gene Tenace,33.0,133.0,416.0,316.0,46.0,70.0,11.0,1.0,17.0,50.0,4.0,4.0,92.0,63.0,0.222,0.39899999999999997,0.424,0.823,137.0,134.0,11.0,4.0,0.0,4.0,11.0,1980
2.0,1B,Willie Montanez*,32.0,128.0,526.0,481.0,39.0,132.0,12.0,4.0,6.0,63.0,3.0,4.0,36.0,52.0,0.27399999999999997,0.325,0.353,0.679,95.0,170.0,9.0,3.0,0.0,6.0,9.0,1980
3.0,2B,Dave Cash,32.0,130.0,437.0,397.0,25.0,90.0,14.0,2.0,1.0,23.0,6.0,5.0,35.0,21.0,0.22699999999999998,0.287,0.28,0.5670000000000001,64.0,111.0,16.0,0.0,2.0,3.0,5.0,1980
4.0,SS,Ozzie Smith#,25.0,158.0,712.0,609.0,67.0,140.0,18.0,5.0,0.0,35.0,57.0,15.0,71.0,49.0,0.23,0.313,0.276,0.589,71.0,168.0,9.0,5.0,23.0,4.0,1.0,1980
5.0,3B,Aurelio Rodriguez,32.0,89.0,183.0,175.0,7.0,35.0,7.0,2.0,2.0,13.0,1.0,1.0,6.0,26.0,0.2,0.22699999999999998,0.297,0.524,49.0,52.0,5.0,0.0,2.0,0.0,0.0,1980
6.0,LF,Gene Richards*,26.0,158.0,712.0,642.0,91.0,193.0,26.0,8.0,4.0,41.0,61.0,16.0,61.0,73.0,0.301,0.363,0.385,0.748,115.0,247.0,9.0,2.0,7.0,0.0,7.0,1980
7.0,CF,Jerry Mumphrey#,27.0,160.0,622.0,564.0,61.0,168.0,24.0,3.0,4.0,59.0,52.0,5.0,49.0,90.0,0.298,0.35200000000000004,0.37200000000000005,0.7240000000000001,108.0,210.0,18.0,0.0,5.0,4.0,4.0,1980
8.0,RF,Dave Winfield,28.0,162.0,643.0,558.0,89.0,154.0,25.0,6.0,20.0,87.0,23.0,7.0,79.0,83.0,0.276,0.365,0.45,0.815,133.0,251.0,13.0,2.0,0.0,4.0,14.0,1980
1.0,C,Austin Hedges,26.0,102.0,347.0,312.0,28.0,55.0,9.0,0.0,11.0,36.0,1.0,0.0,27.0,109.0,0.17600000000000002,0.252,0.311,0.563,50.0,97.0,3.0,5.0,2.0,1.0,3.0,2019
2.0,1B,Eric Hosmer*,29.0,160.0,667.0,619.0,72.0,164.0,29.0,2.0,22.0,99.0,0.0,3.0,40.0,163.0,0.265,0.31,0.425,0.735,94.0,263.0,12.0,3.0,0.0,5.0,3.0,2019
3.0,2B,Ian Kinsler,37.0,87.0,281.0,258.0,28.0,56.0,12.0,0.0,9.0,22.0,2.0,4.0,19.0,54.0,0.217,0.278,0.368,0.6459999999999999,71.0,95.0,5.0,3.0,0.0,1.0,0.0,2019
4.0,SS,Fernando Tatis Jr.,20.0,84.0,372.0,334.0,61.0,106.0,13.0,6.0,22.0,53.0,16.0,6.0,30.0,110.0,0.317,0.379,0.59,0.9690000000000001,154.0,197.0,4.0,5.0,0.0,3.0,1.0,2019
5.0,3B,Manny Machado,26.0,156.0,661.0,587.0,81.0,150.0,21.0,2.0,32.0,85.0,5.0,3.0,65.0,128.0,0.256,0.33399999999999996,0.462,0.7959999999999999,110.0,271.0,24.0,6.0,0.0,3.0,3.0,2019
6.0,LF,Wil Myers,28.0,155.0,490.0,435.0,58.0,104.0,22.0,1.0,18.0,53.0,16.0,7.0,51.0,168.0,0.239,0.321,0.418,0.7390000000000001,96.0,182.0,12.0,2.0,1.0,1.0,0.0,2019
7.0,CF,Manuel Margot,24.0,151.0,441.0,398.0,59.0,93.0,19.0,3.0,12.0,37.0,20.0,4.0,38.0,88.0,0.23399999999999999,0.304,0.387,0.691,83.0,154.0,6.0,2.0,3.0,0.0,1.0,2019
8.0,RF,Franmil Reyes,23.0,99.0,354.0,321.0,43.0,82.0,9.0,0.0,27.0,46.0,0.0,0.0,29.0,93.0,0.255,0.314,0.536,0.8490000000000001,121.0,172.0,12.0,0.0,0.0,4.0,1.0,2019
1.0,C,Gene Tenace,32.0,151.0,582.0,463.0,61.0,122.0,16.0,4.0,20.0,67.0,2.0,6.0,105.0,106.0,0.263,0.40299999999999997,0.445,0.848,139.0,206.0,7.0,7.0,1.0,6.0,4.0,1978
2.0,1B,Dan Briggs*,26.0,104.0,254.0,227.0,34.0,47.0,4.0,3.0,8.0,30.0,2.0,1.0,18.0,45.0,0.207,0.27699999999999997,0.35700000000000004,0.634,78.0,81.0,3.0,5.0,1.0,3.0,5.0,1978
3.0,2B,Fernando Gonzalez,29.0,114.0,341.0,323.0,22.0,70.0,13.0,3.0,9.0,34.0,0.0,0.0,18.0,34.0,0.217,0.258,0.359,0.617,72.0,116.0,8.0,0.0,0.0,0.0,11.0,1978
4.0,SS,Ozzie Smith#,24.0,156.0,649.0,587.0,77.0,124.0,18.0,6.0,0.0,27.0,28.0,7.0,37.0,37.0,0.21100000000000002,0.26,0.262,0.522,48.0,154.0,11.0,2.0,22.0,1.0,5.0,1978
5.0,3B,Paul Dade,27.0,76.0,310.0,283.0,38.0,78.0,19.0,2.0,1.0,19.0,13.0,5.0,14.0,48.0,0.276,0.311,0.36700000000000005,0.679,91.0,104.0,6.0,2.0,7.0,3.0,0.0,1978
6.0,LF,Jerry Turner*,25.0,138.0,490.0,448.0,55.0,111.0,23.0,2.0,9.0,61.0,4.0,2.0,34.0,58.0,0.248,0.301,0.368,0.67,88.0,165.0,8.0,2.0,2.0,4.0,0.0,1978
7.0,CF,Gene Richards*,25.0,150.0,606.0,545.0,77.0,152.0,17.0,9.0,4.0,41.0,24.0,8.0,47.0,62.0,0.27899999999999997,0.34299999999999997,0.365,0.708,100.0,199.0,7.0,8.0,3.0,3.0,6.0,1978
8.0,RF,Dave Winfield,27.0,159.0,686.0,597.0,97.0,184.0,27.0,10.0,34.0,118.0,15.0,9.0,85.0,71.0,0.308,0.395,0.5579999999999999,0.953,166.0,333.0,9.0,2.0,0.0,2.0,24.0,1978
1.0,C,Wiki Gonzalez,26.0,95.0,319.0,284.0,25.0,66.0,15.0,1.0,5.0,30.0,1.0,2.0,30.0,31.0,0.23199999999999998,0.311,0.345,0.6559999999999999,72.0,98.0,5.0,3.0,1.0,1.0,4.0,2000
2.0,1B,Ryan Klesko*,29.0,145.0,590.0,494.0,88.0,140.0,33.0,2.0,26.0,92.0,23.0,7.0,91.0,81.0,0.28300000000000003,0.39299999999999996,0.516,0.909,136.0,255.0,10.0,1.0,0.0,4.0,9.0,2000
3.0,2B,Bret Boone,31.0,127.0,525.0,463.0,61.0,116.0,18.0,2.0,19.0,74.0,8.0,4.0,50.0,97.0,0.251,0.326,0.42100000000000004,0.747,94.0,195.0,11.0,5.0,0.0,7.0,7.0,2000
4.0,SS,Damian Jackson,26.0,138.0,541.0,470.0,68.0,120.0,27.0,6.0,6.0,37.0,28.0,6.0,62.0,108.0,0.255,0.345,0.377,0.721,89.0,177.0,7.0,3.0,4.0,2.0,2.0,2000
5.0,3B,Phil Nevin,29.0,143.0,605.0,538.0,87.0,163.0,34.0,1.0,31.0,107.0,2.0,0.0,59.0,121.0,0.303,0.374,0.5429999999999999,0.9159999999999999,136.0,292.0,17.0,4.0,0.0,4.0,9.0,2000
6.0,LF,Al Martin*,32.0,93.0,378.0,346.0,62.0,106.0,13.0,6.0,11.0,27.0,6.0,8.0,28.0,54.0,0.306,0.36,0.474,0.8340000000000001,116.0,164.0,2.0,2.0,0.0,2.0,5.0,2000
7.0,CF,Ruben Rivera,26.0,135.0,479.0,423.0,62.0,88.0,18.0,6.0,17.0,57.0,8.0,4.0,44.0,137.0,0.20800000000000002,0.29600000000000004,0.4,0.696,80.0,169.0,8.0,10.0,0.0,2.0,1.0,2000
8.0,RF,Eric Owens,29.0,145.0,636.0,583.0,87.0,171.0,19.0,7.0,6.0,51.0,29.0,14.0,45.0,63.0,0.293,0.34600000000000003,0.381,0.727,90.0,222.0,16.0,4.0,0.0,4.0,4.0,2000
1.0,C,Ben Davis#,22.0,76.0,293.0,266.0,29.0,65.0,14.0,1.0,5.0,30.0,2.0,1.0,25.0,70.0,0.244,0.307,0.361,0.6679999999999999,75.0,96.0,9.0,0.0,0.0,2.0,3.0,1999
2.0,1B,Wally Joyner*,37.0,110.0,386.0,323.0,34.0,80.0,14.0,2.0,5.0,43.0,0.0,1.0,58.0,54.0,0.248,0.363,0.35,0.713,89.0,113.0,8.0,2.0,0.0,3.0,6.0,1999
3.0,2B,Quilvio Veras#,28.0,132.0,545.0,475.0,95.0,133.0,25.0,2.0,6.0,41.0,30.0,17.0,65.0,88.0,0.28,0.368,0.379,0.747,97.0,180.0,7.0,2.0,1.0,2.0,0.0,1999
4.0,SS,Damian Jackson,25.0,133.0,447.0,388.0,56.0,87.0,20.0,2.0,9.0,39.0,34.0,10.0,53.0,105.0,0.22399999999999998,0.32,0.35600000000000004,0.6759999999999999,77.0,138.0,2.0,3.0,0.0,3.0,3.0,1999
5.0,3B,Phil Nevin,28.0,128.0,441.0,383.0,52.0,103.0,27.0,0.0,24.0,85.0,1.0,0.0,51.0,82.0,0.26899999999999996,0.35200000000000004,0.527,0.88,127.0,202.0,7.0,1.0,1.0,5.0,1.0,1999
6.0,LF,Reggie Sanders,31.0,133.0,550.0,478.0,92.0,136.0,24.0,7.0,26.0,72.0,36.0,13.0,65.0,108.0,0.285,0.376,0.527,0.904,134.0,252.0,10.0,6.0,0.0,1.0,1.0,1999
7.0,CF,Ruben Rivera,25.0,147.0,475.0,411.0,65.0,80.0,16.0,1.0,23.0,48.0,18.0,7.0,55.0,143.0,0.195,0.295,0.406,0.701,82.0,167.0,9.0,5.0,0.0,4.0,1.0,1999
8.0,RF,Tony Gwynn*,39.0,111.0,446.0,411.0,59.0,139.0,27.0,0.0,10.0,62.0,7.0,2.0,29.0,14.0,0.33799999999999997,0.381,0.47700000000000004,0.858,124.0,196.0,15.0,2.0,0.0,4.0,5.0,1999
1.0,C,Josh Bard#,29.0,118.0,443.0,389.0,42.0,111.0,27.0,2.0,5.0,51.0,0.0,1.0,50.0,58.0,0.285,0.364,0.40399999999999997,0.768,108.0,157.0,16.0,0.0,1.0,3.0,7.0,2007
2.0,1B,Adrian Gonzalez*,25.0,161.0,720.0,646.0,101.0,182.0,46.0,3.0,30.0,100.0,0.0,0.0,65.0,140.0,0.282,0.34700000000000003,0.502,0.8490000000000001,126.0,324.0,6.0,3.0,0.0,6.0,9.0,2007
3.0,2B,Marcus Giles,29.0,116.0,476.0,420.0,52.0,96.0,19.0,3.0,4.0,39.0,10.0,3.0,44.0,82.0,0.22899999999999998,0.304,0.317,0.621,69.0,133.0,10.0,3.0,6.0,3.0,0.0,2007
4.0,SS,Khalil Greene,27.0,153.0,659.0,611.0,89.0,155.0,44.0,3.0,27.0,97.0,4.0,0.0,32.0,128.0,0.254,0.29100000000000004,0.46799999999999997,0.759,101.0,286.0,12.0,5.0,0.0,11.0,3.0,2007
5.0,3B,Kevin Kouzmanoff,25.0,145.0,534.0,484.0,57.0,133.0,30.0,2.0,18.0,74.0,1.0,0.0,32.0,94.0,0.275,0.32899999999999996,0.457,0.7859999999999999,110.0,221.0,9.0,10.0,2.0,6.0,2.0,2007
6.0,LF,Terrmel Sledge*,30.0,100.0,233.0,200.0,22.0,42.0,9.0,0.0,7.0,23.0,1.0,2.0,27.0,60.0,0.21,0.31,0.36,0.67,81.0,72.0,7.0,3.0,1.0,2.0,2.0,2007
7.0,CF,Mike Cameron,34.0,151.0,651.0,571.0,88.0,138.0,33.0,6.0,21.0,78.0,18.0,5.0,67.0,160.0,0.242,0.32799999999999996,0.431,0.759,104.0,246.0,9.0,8.0,2.0,3.0,1.0,2007
8.0,RF,Brian Giles*,36.0,121.0,552.0,483.0,72.0,131.0,27.0,2.0,13.0,51.0,4.0,6.0,64.0,61.0,0.271,0.361,0.41600000000000004,0.777,110.0,201.0,8.0,4.0,0.0,1.0,5.0,2007
1.0,C,Benito Santiago,22.0,146.0,572.0,546.0,64.0,164.0,33.0,2.0,18.0,79.0,21.0,12.0,16.0,112.0,0.3,0.324,0.467,0.7909999999999999,111.0,255.0,12.0,5.0,1.0,4.0,2.0,1987
2.0,1B,John Kruk*,26.0,138.0,527.0,447.0,72.0,140.0,14.0,2.0,20.0,91.0,18.0,10.0,73.0,93.0,0.313,0.406,0.488,0.894,140.0,218.0,6.0,0.0,3.0,4.0,15.0,1987
3.0,2B,Tim Flannery*,29.0,106.0,326.0,276.0,23.0,63.0,5.0,1.0,0.0,20.0,2.0,4.0,42.0,30.0,0.228,0.332,0.254,0.586,61.0,70.0,6.0,2.0,4.0,2.0,4.0,1987
4.0,SS,Garry Templeton#,31.0,148.0,561.0,510.0,42.0,113.0,13.0,5.0,5.0,48.0,14.0,3.0,42.0,92.0,0.222,0.281,0.29600000000000004,0.5770000000000001,56.0,151.0,15.0,1.0,5.0,3.0,11.0,1987
5.0,3B,Kevin Mitchell,25.0,62.0,217.0,196.0,19.0,48.0,7.0,1.0,7.0,26.0,0.0,0.0,20.0,38.0,0.245,0.313,0.39799999999999996,0.711,91.0,78.0,5.0,0.0,0.0,1.0,3.0,1987
6.0,LF,Carmelo Martinez,26.0,139.0,525.0,447.0,59.0,122.0,21.0,2.0,15.0,70.0,5.0,5.0,70.0,82.0,0.273,0.37200000000000005,0.43,0.802,116.0,192.0,11.0,3.0,1.0,4.0,5.0,1987
7.0,CF,Stan Jefferson#,24.0,116.0,469.0,422.0,59.0,97.0,8.0,7.0,8.0,29.0,34.0,11.0,39.0,92.0,0.23,0.29600000000000004,0.33899999999999997,0.635,71.0,143.0,6.0,2.0,3.0,3.0,2.0,1987
8.0,RF,Tony Gwynn*,27.0,157.0,680.0,589.0,119.0,218.0,36.0,13.0,7.0,54.0,56.0,12.0,82.0,35.0,0.37,0.447,0.511,0.958,158.0,301.0,13.0,3.0,2.0,4.0,26.0,1987
1.0,C,Nick Hundley,27.0,82.0,308.0,281.0,34.0,81.0,16.0,5.0,9.0,29.0,1.0,1.0,22.0,74.0,0.28800000000000003,0.34700000000000003,0.47700000000000004,0.8240000000000001,132.0,134.0,3.0,4.0,0.0,1.0,3.0,2011
2.0,1B,Jesus Guzman,27.0,76.0,271.0,247.0,33.0,77.0,22.0,2.0,5.0,44.0,9.0,2.0,22.0,43.0,0.312,0.369,0.478,0.847,139.0,118.0,6.0,1.0,0.0,1.0,2.0,2011
3.0,2B,Orlando Hudson#,33.0,119.0,454.0,398.0,54.0,98.0,15.0,3.0,7.0,43.0,19.0,3.0,49.0,84.0,0.24600000000000002,0.32899999999999996,0.35200000000000004,0.6809999999999999,94.0,140.0,5.0,2.0,1.0,4.0,6.0,2011
4.0,SS,Jason Bartlett,31.0,139.0,618.0,554.0,61.0,136.0,22.0,3.0,2.0,40.0,23.0,10.0,48.0,98.0,0.245,0.308,0.307,0.615,76.0,170.0,13.0,5.0,5.0,6.0,0.0,2011
5.0,3B,Chase Headley#,27.0,113.0,439.0,381.0,43.0,110.0,28.0,1.0,4.0,44.0,13.0,2.0,52.0,92.0,0.289,0.374,0.39899999999999997,0.773,120.0,152.0,6.0,2.0,1.0,3.0,8.0,2011
6.0,LF,Ryan Ludwick,32.0,101.0,425.0,378.0,42.0,90.0,18.0,0.0,11.0,64.0,1.0,1.0,32.0,87.0,0.23800000000000002,0.301,0.373,0.674,90.0,141.0,8.0,4.0,1.0,5.0,1.0,2011
7.0,CF,Cameron Maybin,24.0,137.0,568.0,516.0,82.0,136.0,24.0,8.0,9.0,40.0,40.0,8.0,44.0,125.0,0.264,0.32299999999999995,0.39299999999999996,0.716,103.0,203.0,6.0,2.0,4.0,2.0,2.0,2011
8.0,RF,Will Venable*,28.0,121.0,411.0,370.0,49.0,91.0,14.0,7.0,9.0,44.0,26.0,3.0,31.0,92.0,0.24600000000000002,0.31,0.395,0.7040000000000001,99.0,146.0,2.0,5.0,1.0,4.0,4.0,2011
1.0,C,Chris Cannizzaro,31.0,134.0,469.0,418.0,23.0,92.0,14.0,3.0,4.0,33.0,0.0,1.0,42.0,81.0,0.22,0.29,0.297,0.5870000000000001,68.0,124.0,16.0,0.0,7.0,2.0,8.0,1969
2.0,1B,Nate Colbert,23.0,139.0,532.0,483.0,64.0,123.0,20.0,9.0,24.0,66.0,6.0,4.0,45.0,123.0,0.255,0.322,0.48200000000000004,0.804,127.0,233.0,13.0,3.0,1.0,0.0,7.0,1969
3.0,2B,Jose Arcia,25.0,120.0,321.0,302.0,35.0,65.0,11.0,3.0,0.0,10.0,14.0,7.0,14.0,47.0,0.215,0.255,0.272,0.526,50.0,82.0,7.0,2.0,3.0,0.0,0.0,1969
4.0,SS,Tommy Dean,23.0,101.0,308.0,273.0,14.0,48.0,9.0,2.0,2.0,9.0,0.0,3.0,27.0,54.0,0.17600000000000002,0.251,0.245,0.496,42.0,67.0,4.0,1.0,5.0,2.0,4.0,1969
5.0,3B,Ed Spiezio,27.0,121.0,400.0,355.0,29.0,83.0,9.0,0.0,13.0,43.0,1.0,2.0,38.0,64.0,0.23399999999999999,0.313,0.369,0.682,94.0,131.0,8.0,4.0,1.0,2.0,3.0,1969
6.0,LF,Al Ferrara,29.0,138.0,421.0,366.0,39.0,95.0,22.0,1.0,14.0,56.0,0.0,0.0,45.0,69.0,0.26,0.349,0.44,0.789,124.0,161.0,7.0,7.0,0.0,3.0,5.0,1969
7.0,CF,Cito Gaston,25.0,129.0,419.0,391.0,20.0,90.0,11.0,7.0,2.0,28.0,4.0,4.0,24.0,117.0,0.23,0.275,0.309,0.585,67.0,121.0,10.0,1.0,1.0,2.0,0.0,1969
8.0,RF,Ollie Brown,25.0,151.0,621.0,568.0,76.0,150.0,18.0,3.0,20.0,61.0,10.0,6.0,44.0,97.0,0.264,0.319,0.41200000000000003,0.731,108.0,234.0,12.0,3.0,4.0,2.0,3.0,1969
1.0,C,Benito Santiago,23.0,139.0,527.0,492.0,49.0,122.0,22.0,2.0,10.0,46.0,15.0,7.0,24.0,82.0,0.248,0.282,0.36200000000000004,0.643,85.0,178.0,18.0,1.0,5.0,5.0,2.0,1988
2.0,1B,Keith Moreland,34.0,143.0,562.0,511.0,40.0,131.0,23.0,0.0,5.0,64.0,2.0,3.0,40.0,51.0,0.256,0.305,0.331,0.636,84.0,169.0,17.0,0.0,2.0,9.0,6.0,1988
3.0,2B,Roberto Alomar#,20.0,143.0,611.0,545.0,84.0,145.0,24.0,6.0,9.0,41.0,24.0,6.0,47.0,83.0,0.266,0.32799999999999996,0.382,0.7090000000000001,105.0,208.0,15.0,3.0,16.0,0.0,5.0,1988
